"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,65.5942608107102,44.0229938326914,29.7222560334611,1620,900,0,6.1681898714288,4.13972474592537,1620,900,1260,720,720,360,180,0
"2","PH050502000",13.14,123.63,50.4868197132457,33.883771619628,49.2554460549778,1440,1080,0,5.76250508295483,3.86745307580861,1440,1080,1080,720,720,360,180,0
"3","PH050503000",13.115,123.68,49.5498472732931,33.2549310559014,54.7577642637332,1440,1080,0,5.75102162922459,3.85974605988228,1440,1080,1080,720,720,360,0,0
"4","PH050504000",13.173,123.57,53.914208835695,36.1840327756342,42.5793120177879,1440,1080,0,5.78491998997134,3.88249663756466,1440,1080,1080,720,720,360,180,0
"5","PH050505000",13.049,123.58,47.8395694574306,32.107093595591,55.2549919634921,1440,1080,0,5.58623072653148,3.74914813861173,1440,1080,1080,720,720,180,0,0
"6","PH050506000",13.099,123.75,50.884589477452,34.1507311929208,52.4884367932095,1620,1080,0,5.76975011375699,3.87231551258859,1620,1080,1260,720,720,360,180,0
"7","PH050507000",13.249,123.37,63.9822960713113,42.9411383028935,27.7569016237061,1440,900,0,5.83148598319299,3.91374898200872,1440,900,1080,540,540,180,180,0
"8","PH050508000",13.184,123.49,56.8794818046213,38.1741488621619,37.5844310475388,1440,1080,0,5.76655070963401,3.87016826149934,1440,1080,1080,720,720,360,180,0
"9","PH050509000",13.304,123.73,60.135001078319,40.3590611263886,36.6932622229022,1620,1080,0,6.08560905339833,4.08430137811968,1620,1080,1260,720,720,360,360,0
"10","PH050510000",13.383,123.65,59.5331888377183,39.9551602937706,33.6037414124732,1440,1080,0,6.12387957950353,4.10998629496881,1440,1080,1080,720,720,360,360,0
"11","PH050511000",13.086,123.87,52.8898030352413,35.4965121041888,48.4865049405582,1440,900,0,5.83026702974251,3.91293089244464,1440,900,1260,540,540,180,180,0
"12","PH050512000",13.167,123.4,57.1939989415166,38.3852341889373,37.0906380610162,1440,900,0,5.69415560220626,3.82158094107803,1440,900,1080,720,540,180,180,0
"13","PH050513000",13.063,123.46,50.3355069671308,33.7822194410274,49.5756917952184,1440,1080,0,5.5463302789061,3.72236931470208,1440,1080,1080,720,720,180,180,0
"14","PH050514000",13.324,123.49,67.3477971355175,45.1998638493406,23.7691100559639,1440,1080,0,6.0117199146814,4.03471135213517,1440,1080,1080,720,720,360,180,0
"15","PH050515000",13.234,124.06,64.8483802436536,43.5224028480896,30.596843794032,1440,1080,0,6.2575970039953,4.19972953288275,1440,1080,1080,720,720,360,180,0
"16","PH050516000",13.244,123.75,58.1688784119174,39.0395157126962,39.5535441941698,1620,1080,0,6.01091742354408,4.03417276747925,1620,1080,1260,720,720,360,180,0
"17","PH050517000",13.333,123.69,58.8425936744783,39.4916736070324,38.5525914830312,1620,1080,0,6.09265756625897,4.08903192366374,1620,1080,1080,720,720,360,360,0
"18","PH050518000",13.462,123.61,64.6072319016517,43.3605583232562,27.0258097571515,1440,1080,0,6.16575767266193,4.13809239775969,1440,1080,1080,720,720,360,360,0
"19","PH051601000",13.99,122.97,42.8823153439173,28.780077412025,63.9522215192429,1440,1080,0,5.2290561754107,3.50943367477229,1440,1080,1080,720,720,0,0,0
"20","PH051602000",14.268,122.49,35.6141396225708,23.9021071292422,93.5071026322447,1260,900,0,4.69669629317756,3.15214516320641,1260,900,900,540,540,0,0,0
"21","PH051603000",14.106,122.94,39.7633633886123,26.6868210661827,74.9586516723349,1440,900,0,5.06274687067122,3.39781669172565,1440,900,1080,720,720,0,0,0
"22","PH051605000",14.263,122.65,36.4043964535988,24.4324808413415,89.5831717984064,1260,900,0,4.75576524072004,3.1917887521611,1260,900,900,540,540,0,0,0
"23","PH051606000",14.136,122.69,39.7221738217385,26.6591770615694,75.1285431506308,1260,900,0,4.92337608514259,3.30427925177355,1260,900,900,540,540,0,0,0
