"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,10.7295908511317,7.20106768532326,347.216330642313,0,0,0,2.72361825947914,1.82793171777124,0,0,0,0,0,0,0,0
"2","PH050502000",13.14,123.63,9.77923015150873,6.56324171242197,372.791811683896,0,0,0,2.55193575783447,1.71270856230501,0,0,0,0,0,0,0,0
"3","PH050503000",13.115,123.68,9.77503529972851,6.56042637565672,372.830125320944,0,0,0,2.55380461178799,1.71396282670335,0,0,0,0,0,0,0,0
"4","PH050504000",13.173,123.57,9.79042069306571,6.57075214299712,372.4892717006,0,0,0,2.55151661420459,1.71242725785543,0,0,0,0,0,0,0,0
"5","PH050505000",13.049,123.58,9.36417906035554,6.28468393312452,384.277020871223,0,0,0,2.47813116359015,1.66317527757728,0,0,0,0,0,0,0,0
"6","PH050506000",13.099,123.75,9.83443422464163,6.60029142593398,369.799396839518,0,0,0,2.56847064686301,1.72380580326377,0,0,0,0,0,0,0,0
"7","PH050507000",13.249,123.37,9.79515397865252,6.57392884473323,375.414062036355,0,0,0,2.52863843780687,1.69707277705159,0,0,0,0,0,0,0,0
"8","PH050508000",13.184,123.49,9.69851791998342,6.50907242951907,375.525479207435,0,0,0,2.53031998938327,1.69820133515656,0,0,0,0,0,0,0,0
"9","PH050509000",13.304,123.73,10.5958343936714,7.11129825078617,351.619213995874,0,0,0,2.69398188473014,1.80804153337593,0,0,0,0,0,0,0,0
"10","PH050510000",13.383,123.65,10.751521823243,7.21578645855238,347.777744817599,0,0,0,2.71593016691109,1.8227719241014,0,0,0,0,0,0,0,0
"11","PH050511000",13.086,123.87,9.97942630266765,6.69760154541453,363.590854840738,0,0,0,2.6032042892316,1.74711697263866,0,0,0,0,0,0,0,0
"12","PH050512000",13.167,123.4,9.52098732534359,6.38992437942523,381.976950300069,0,0,0,2.48876151225665,1.67030973976957,0,0,0,0,0,0,0,0
"13","PH050513000",13.063,123.46,9.20540511648564,6.17812423925211,388.904300719743,0,0,0,2.44608013186244,1.64166451802848,0,0,0,0,0,0,0,0
"14","PH050514000",13.324,123.49,10.2576378566219,6.8843207091422,361.965702249547,0,0,0,2.618325251986,1.75726526978926,0,0,0,0,0,0,0,0
"15","PH050515000",13.234,124.06,10.967667962181,7.36085098132953,338.537993042644,0,0,0,2.77280555211242,1.86094332356538,0,0,0,0,0,0,0,0
"16","PH050516000",13.244,123.75,10.3944775072,6.9761594008054,356.676433249183,0,0,0,2.66203448772729,1.78660032733375,0,0,0,0,0,0,0,0
"17","PH050517000",13.333,123.69,10.633310947883,7.1364503005926,350.689095715535,0,0,0,2.69804308078045,1.81076716830903,0,0,0,0,0,0,0,0
"18","PH050518000",13.462,123.61,11.0097324210884,7.3890821618043,342.173080080115,0,0,0,2.75306876625965,1.84769715856353,0,0,0,0,0,0,0,0
"19","PH051601000",13.99,122.97,12.2661410829678,8.23230945165626,320.185620880732,0,0,0,2.85520537160401,1.91624521584162,0,0,0,0,0,0,0,0
"20","PH051602000",14.268,122.49,12.5895656200397,8.44937289935553,313.621611116738,0,0,0,2.8540555168388,1.9154735012341,0,0,0,0,0,0,0,0
"21","PH051603000",14.106,122.94,12.7978658833097,8.58917173376491,309.365674901217,0,0,0,2.92088911842534,1.96032826739956,0,0,0,0,0,0,0,0
"22","PH051605000",14.263,122.65,12.9682366256607,8.70351451386622,305.911162131435,0,0,0,2.9116662152166,1.95413839947423,0,0,0,0,0,0,0,0
"23","PH051606000",14.136,122.69,12.4411614674788,8.34977279696563,316.723012224439,0,0,0,2.84354302707613,1.90841813897727,0,0,0,0,0,0,0,0
"24","PH051607000",13.974,123.04,12.2987230898692,8.254176570382,317.726782724927,0,0,0,2.87201597712742,1.9275275014278,0,0,0,0,0,0,0,0
"25","PH051608000",14.254,122.77,13.2069348905833,8.86371469166666,301.173278191907,0,0,0,2.95278865970448,1.98173735550636,0,0,0,0,0,0,0,0
"26","PH051604000",14.015,122.87,12.2152674120061,8.19816604832625,321.512680831014,0,0,0,2.83309000994953,1.90140269124129,0,0,0,0,0,0,0,0
"27","PH051609000",14.081,122.86,12.5210445803168,8.40338562437372,315.06082582108,0,0,0,2.87275835379711,1.92802574080343,0,0,0,0,0,0,0,0
"28","PH051610000",14.151,122.38,11.786014131464,7.91007659829799,330.841928456667,0,0,0,2.73923841620445,1.83841504443252,0,0,0,0,0,0,0,0
"29","PH051611000",14.141,122.92,12.9403199879649,8.68477851541266,306.483279838536,0,0,0,2.93649139020655,1.97079959074265,0,0,0,0,0,0,0,0
"30","PH051612000",14.253,122.9,13.4891114655322,9.05309494331021,295.687662652736,0,0,0,3.00444907090668,2.01640877242059,0,0,0,0,0,0,0,0
"31","PH051701000",13.482,123.36,10.722416142311,7.19625244450405,351.558104695433,0,0,0,2.67174459513699,1.79311717794429,0,0,0,0,0,0,0,0
"32","PH051702000",13.348,123.25,10.0032782378396,6.71360955559703,369.858137080462,0,0,0,2.54776742925404,1.70991102634499,0,0,0,0,0,0,0,0
"33","PH051703000",13.32,123.31,9.98578161013701,6.70186685244095,370.320825212262,0,0,0,2.55148805289667,1.7124080891924,0,0,0,0,0,0,0,0
"34","PH051704000",13.684,123.2,11.2935784406625,7.57958284608224,337.919284289544,0,0,0,2.74271470336602,1.84074812306444,0,0,0,0,0,0,0,0
