"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,43.6474321509799,29.2935786248187,65.3841546099485,1800,1080,0,7.67481083069844,5.1508797521466,1800,1080,1260,720,720,0,0,0
"2","PH050502000",13.14,123.63,53.430813473159,35.8596063578248,40.4071708080195,1980,1260,0,8.15820277299706,5.47530387449467,1980,1260,1440,900,900,360,180,0
"3","PH050503000",13.115,123.68,53.6114894910242,35.9808654302176,40.0879524326378,1800,1260,0,8.16735450657876,5.48144597756963,1800,1260,1260,900,900,360,180,0
"4","PH050504000",13.173,123.57,52.3853738772398,35.1579690451274,42.3019731948748,1980,1080,0,8.13816972211302,5.46185887390135,1980,1080,1440,900,900,180,180,0
"5","PH050505000",13.049,123.58,60.8849835083658,40.8624050391717,29.0860901261851,1980,1080,0,8.41793312722565,5.64961954847359,1980,1080,1440,900,900,360,180,0
"6","PH050506000",13.099,123.75,52.1095461906187,34.9728497923616,42.8134093680348,1800,1260,0,8.13800458935441,5.46174804654659,1800,1260,1260,900,720,360,180,0
"7","PH050507000",13.249,123.37,47.6574544129834,31.9848687335459,52.1989038768895,1800,1260,0,8.13851867100716,5.46209306779004,1800,1260,1440,720,720,360,0,0
"8","PH050508000",13.184,123.49,52.0472443970701,34.9310365081007,42.9354797885846,1980,1080,0,8.18302027567599,5.49195991656107,1980,1080,1440,720,720,180,180,0
"9","PH050509000",13.304,123.73,44.1427395113956,29.6259996720776,61.3887981608004,1800,1260,0,7.7242523190577,5.18406195909913,1800,1260,1260,720,720,0,0,0
"10","PH050510000",13.383,123.65,42.3206840965569,28.4031436889644,66.9693667817351,1980,1080,0,7.62781378577983,5.11933811126163,1980,1080,1260,720,540,0,0,0
"11","PH050511000",13.086,123.87,53.1014815299124,35.6385782079949,44.1640679446466,1800,1080,0,8.06597711418609,5.4134074591853,1800,1080,1260,720,720,360,180,0
"12","PH050512000",13.167,123.4,52.2631647574797,35.0759495016642,42.5307799929471,1800,1260,0,8.29751880970789,5.56880457027375,1800,1260,1260,720,720,360,180,0
"13","PH050513000",13.063,123.46,60.3283411771606,40.488819581987,29.8188821851183,1980,1260,0,8.49265046494721,5.69976541271625,1980,1260,1440,720,720,360,180,0
"14","PH050514000",13.324,123.49,45.1682849178367,30.3142851797562,58.5133949687947,1800,1080,0,7.87724773463036,5.28674344606064,1800,1080,1440,720,720,180,0,0
"15","PH050515000",13.234,124.06,46.6651120587428,31.3188671535187,57.9742231174315,1620,1080,0,7.61162539876019,5.1084734219867,1620,1080,1260,720,720,180,0,0
"16","PH050516000",13.244,123.75,45.9881856573254,30.8645541324331,56.3284496959783,1800,1260,0,7.83120279106502,5.2558407993725,1800,1260,1260,720,720,180,0,0
"17","PH050517000",13.333,123.69,43.6511640650249,29.2960832651174,62.8341474874853,1800,1080,0,7.69711396218323,5.16584829676727,1800,1080,1260,720,720,0,0,0
"18","PH050518000",13.462,123.61,40.082186090691,26.9007960340208,74.7510492064872,1980,1080,0,7.50181384477113,5.03477439246385,1980,1080,1260,720,540,0,0,0
"19","PH051601000",13.99,122.97,29.884693429637,20.0568412279443,125.939481322757,1980,1080,0,6.92383469952513,4.64686892585579,1980,1080,1260,360,0,0,0,0
"20","PH051602000",14.268,122.49,26.3134454380037,17.6600304953045,152.928083094514,1980,1080,0,6.68042096337707,4.48350400226649,1980,1080,1440,0,0,0,0,0
"21","PH051603000",14.106,122.94,28.1121409758599,18.8672087086308,139.061268899062,1980,900,0,6.71343614720218,4.50566184375985,1980,900,1260,0,0,0,0,0
"22","PH051605000",14.263,122.65,26.4127597710437,17.7266844100964,152.177536620573,1980,900,0,6.58956098257794,4.42252414938117,1980,900,1260,0,0,0,0,0
"23","PH051606000",14.136,122.69,28.3382435415469,19.0189553970113,138.341511440064,1980,1080,0,6.82068641682208,4.57764189048462,1980,1080,1260,0,0,0,0,0
"24","PH051607000",13.974,123.04,30.2044579600187,20.2714482953146,123.878183306587,1800,1080,0,6.90703666629969,4.63559507805348,1800,1080,1260,180,180,0,0,0
"25","PH051608000",14.254,122.77,26.3927267096858,17.7132394024737,152.326003490299,1800,900,0,6.53096765840857,4.38319977074401,1800,900,1260,0,0,0,0,0
"26","PH051604000",14.015,122.87,29.8775892220494,20.0520733033888,128.158268859791,1980,1080,0,6.94303075396147,4.65975218386676,1980,1080,1440,180,0,0,0,0
"27","PH051609000",14.081,122.86,28.8216438654215,19.3433851445782,135.059156598557,1980,900,0,6.8173369523948,4.57539392778175,1980,900,1440,0,0,0,0,0
"28","PH051610000",14.151,122.38,28.4611999220951,19.1014764577819,138.266080877952,2160,1080,0,6.99349269242553,4.69361925666143,2160,1080,1440,0,0,0,0,0
"29","PH051611000",14.141,122.92,27.657585280479,18.5621377721335,143.083766519123,1980,900,0,6.6574278515114,4.4680723835647,1980,900,1260,0,0,0,0,0
"30","PH051612000",14.253,122.9,26.0808713880946,17.5039405289226,154.686831821485,1980,720,0,6.44947997302283,4.32851004900861,1980,720,1080,0,0,0,0,0
"31","PH051701000",13.482,123.36,39.3858565900017,26.4334607986589,76.9388968604618,1980,1260,0,7.654238923901,5.13707310328926,1980,1260,1260,720,720,0,0,0
"32","PH051702000",13.348,123.25,45.0210867294303,30.2154944492821,58.449271429382,1980,1260,0,8.02161188238466,5.38363213582863,1980,1260,1440,900,720,180,0,0
"33","PH051703000",13.32,123.31,45.0225253809607,30.216459987222,58.4434229356599,1980,1260,0,8.03337850065965,5.39152919507359,1980,1260,1440,720,720,180,0,0
"34","PH051704000",13.684,123.2,35.7194418026868,23.9727797333468,93.0620922151236,1980,1080,0,7.37041681834769,4.94658846868973,1980,1080,1440,540,540,0,0,0
"35","PH051705000",13.43,123.51,41.3248064606129,27.7347694366529,70.2978783628276,1800,1080,0,7.64297227709646,5.12951159536675,1800,1080,1260,720,720,0,0,0
"36","PH051706000",13.456,123.26,41.2498782808518,27.6844820676858,70.0876507690587,1980,1260,0,7.7857636808111,5.22534475222221,1980,1260,1440,720,720,0,0,0
"37","PH051707000",13.741,123.07,34.7535255878905,23.3245138173761,97.9668419575293,1800,1080,0,7.3524077699063,4.93450185899752,1800,1080,1440,540,540,0,0,0
"38","PH051708000",13.71,123.27,34.8420100849179,23.3838993858509,97.5010232259139,1980,1080,0,7.26699916923804,4.87718065049533,1980,1080,1440,540,540,0,0,0
