"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,30.9302014160516,20.7585244403031,83.1125907581076,2340,1260,0,5.21280136165933,3.49852440379821,2340,1260,1620,540,360,0,0,0
"2","PH050502000",13.14,123.63,35.1073701028406,23.5619933576112,57.2344541604703,2520,1440,0,5.44536919884377,3.65461020056629,2520,1440,1620,720,720,0,0,0
"3","PH050503000",13.115,123.68,35.0269545441398,23.5080231839864,57.5764485563803,2520,1620,0,5.46745585211367,3.66943345779441,2520,1620,1800,720,720,0,0,0
"4","PH050504000",13.173,123.57,34.9288292350427,23.4421672718407,57.993024060496,2520,1440,0,5.41501299223917,3.63423690754307,2520,1440,1620,720,720,0,0,0
"5","PH050505000",13.049,123.58,38.1677340075904,25.6159288641546,45.7464094168732,2520,1620,0,5.57696926904748,3.74293239533388,2520,1620,1620,720,720,0,0,0
"6","PH050506000",13.099,123.75,35.1595355772845,23.5970037431439,60.7146885911864,2340,1440,0,5.47325457401843,3.67332521746203,2340,1440,1800,900,720,0,0,0
"7","PH050507000",13.249,123.37,35.6404037730816,23.9197340758937,49.6308391380926,2340,1260,0,5.35776511260509,3.5958155118155,2340,1260,1620,720,720,0,0,0
"8","PH050508000",13.184,123.49,35.2009222168964,23.6247800113399,52.8626725476325,2340,1440,0,5.41762600622027,3.63599060820153,2340,1440,1800,900,720,0,0,0
"9","PH050509000",13.304,123.73,30.9869678425532,20.7966227131229,78.4387161627869,2520,1260,0,5.21318375480943,3.49878104349626,2520,1260,1620,360,360,0,0,0
"10","PH050510000",13.383,123.65,30.2022372862733,20.2699579102505,80.6125341559037,2340,1440,0,5.12947102548059,3.44259800367825,2340,1440,1620,180,180,0,0,0
"11","PH050511000",13.086,123.87,34.6091121496612,23.2275920467525,66.9625667490405,2520,1440,0,5.46297801872379,3.66642820048576,2520,1440,1800,720,720,0,0,0
"12","PH050512000",13.167,123.4,37.0391251125694,24.8584732299124,44.4698117155459,2340,1440,0,5.45834055196604,3.66331580668862,2340,1440,1800,900,900,0,0,0
"13","PH050513000",13.063,123.46,39.0165336993689,26.1855930868247,42.4576701786413,2340,1440,0,5.58297993558764,3.74696639972325,2340,1440,1800,900,900,0,0,0
"14","PH050514000",13.324,123.49,32.4023980929053,21.7465759012787,64.0600401558086,2340,1260,0,5.23712453910864,3.51484868396553,2340,1260,1620,540,540,0,0,0
"15","PH050515000",13.234,124.06,30.4889675420563,20.4623943235277,91.0377024941499,2520,1440,0,5.23168870125976,3.51120047064414,2520,1440,1620,360,360,0,0,0
"16","PH050516000",13.244,123.75,32.0339816854533,21.4993165674183,73.7574669964465,2340,1260,0,5.28547806696571,3.54730071608437,2340,1260,1620,540,540,0,0,0
"17","PH050517000",13.333,123.69,30.763314214367,20.6465196069577,79.4100522156336,2520,1440,0,5.18456188258834,3.47957173328076,2520,1440,1620,360,360,0,0,0
"18","PH050518000",13.462,123.61,29.1509261808651,19.5643799871578,84.1777708858383,2340,1260,0,5.03811294033054,3.38128385257083,2340,1260,1440,0,0,0,0,0
"19","PH051601000",13.99,122.97,26.0574263289117,17.4882055898736,93.0974772704926,1800,720,0,4.50784452768743,3.02539901187076,1800,720,1260,0,0,0,0,0
"20","PH051602000",14.268,122.49,24.1897403384721,16.2347250593773,98.6791983717745,1800,540,0,4.24430002851966,2.8485235090736,1800,540,720,0,0,0,0,0
"21","PH051603000",14.106,122.94,24.9189243742274,16.7241103182734,102.990349023156,1800,720,0,4.37145770038365,2.9338642284454,1800,720,1080,0,0,0,0,0
"22","PH051605000",14.263,122.65,24.0026139439836,16.1091368751568,104.539459558913,1800,540,0,4.22835877028012,2.83782467804035,1800,540,900,0,0,0,0,0
"23","PH051606000",14.136,122.69,25.4982239514491,17.1129019808383,94.309591406598,1800,540,0,4.37570223381259,2.93671290859906,1800,540,900,0,0,0,0,0
"24","PH051607000",13.974,123.04,26.063671137023,17.492396736257,95.7019975672378,1980,900,0,4.51486270498695,3.03010919797782,1980,900,1080,0,0,0,0,0
"25","PH051608000",14.254,122.77,23.8713623970911,16.0210485886517,110.026866384097,1800,540,0,4.22086233949109,2.83279351643697,1800,540,900,0,0,0,0,0
"26","PH051604000",14.015,122.87,26.3539844846327,17.6872379091495,90.6328260213957,1980,720,0,4.49435749934997,3.01634731499998,1980,720,1080,0,0,0,0,0
"27","PH051609000",14.081,122.86,25.6028305527994,17.1831077535566,97.0009514097137,1980,720,0,4.41568109649151,2.96354436006142,1980,720,1080,0,0,0,0,0
