"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,4.59932335826446,3.08679420017749,503.369444203024,0,0,0,1.24633760079016,0.83646818844977,0,0,0,0,0,0,0,0
"2","PH050502000",13.14,123.63,4.90635729224728,3.29285724311898,484.523281177465,0,0,0,1.3080748967265,0.877902615252685,0,0,0,0,0,0,0,0
"3","PH050503000",13.115,123.68,4.9457498663693,3.31929521232839,482.540369375181,0,0,0,1.31269094165333,0.881000631982099,0,0,0,0,0,0,0,0
"4","PH050504000",13.173,123.57,4.8524023651666,3.25664588266215,486.534555916748,0,0,0,1.30153399530919,0.873512748529657,0,0,0,0,0,0,0,0
"5","PH050505000",13.049,123.58,5.09037370848571,3.41635819361457,473.377792845108,0,0,0,1.34224906997808,0.900838301998712,0,0,0,0,0,0,0,0
"6","PH050506000",13.099,123.75,4.9628683631272,3.33078413632698,481.54632429418,0,0,0,1.31283534759669,0.881097548722612,0,0,0,0,0,0,0,0
"7","PH050507000",13.249,123.37,4.77048844862071,3.20167009974544,490.288012933205,0,0,0,1.29085250932594,0.866343965990567,0,0,0,0,0,0,0,0
"8","PH050508000",13.184,123.49,4.84736231107023,3.25326329602029,485.794422520317,0,0,0,1.30365911822344,0.874939005519089,0,0,0,0,0,0,0,0
"9","PH050509000",13.304,123.73,4.5892679240466,3.08004558660846,504.009068491634,0,0,0,1.2482823330099,0.837773377858995,0,0,0,0,0,0,0,0
"10","PH050510000",13.383,123.65,4.4643962526159,2.99623909571537,511.293661910454,0,0,0,1.22914360410613,0.824928593359819,0,0,0,0,0,0,0,0
"11","PH050511000",13.086,123.87,4.95954922623698,3.32855652767583,481.727396077945,0,0,0,1.30824167459508,0.87801454670811,0,0,0,0,0,0,0,0
"12","PH050512000",13.167,123.4,4.91458476958501,3.29837903998994,481.944974998326,0,0,0,1.31581553850396,0.883097676848293,0,0,0,0,0,0,0,0
"13","PH050513000",13.063,123.46,5.09348578036538,3.41844683245999,471.94086684163,0,0,0,1.34654431224396,0.903721014928829,0,0,0,0,0,0,0,0
"14","PH050514000",13.324,123.49,4.59135796987597,3.08144830193018,501.028797176195,0,0,0,1.2583634443635,0.844539224405034,0,0,0,0,0,0,0,0
"15","PH050515000",13.234,124.06,4.63346247707565,3.10970636045346,501.22023705361,0,0,0,1.2471932229994,0.837042431543219,0,0,0,0,0,0,0,0
"16","PH050516000",13.244,123.75,4.69275381459336,3.14949920442508,497.591875539287,0,0,0,1.26582360614572,0.849546044393099,0,0,0,0,0,0,0,0
