"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,24.1091758649653,16.1806549429297,28.3539649340136,1260,540,0,4.4740107946871,3.00269180851483,1260,540,720,0,0,0,0,0
"2","PH050502000",13.14,123.63,27.5923136903613,18.518331335813,30.4965050290187,1080,360,0,4.428159475131,2.97191911082617,1080,360,720,0,0,0,0,0
"3","PH050503000",13.115,123.68,24.1158834193876,16.1851566573071,30.5878611015749,1260,540,0,4.43357814297616,2.97555580065514,1260,540,720,0,0,0,0,0
"4","PH050504000",13.173,123.57,27.741390993351,18.6183832170141,26.0193894586657,1260,360,0,4.37387136946099,2.93548414057784,1260,360,360,0,0,0,0,0
"5","PH050505000",13.049,123.58,28.202556491942,18.9278902630483,39.8491149940215,1080,540,0,4.45922213180932,2.99276653141565,1080,540,720,0,0,0,0,0
"6","PH050506000",13.099,123.75,25.6148719836443,17.191189250768,22.7945315005569,1260,360,0,4.43888872780942,2.97911995154994,1260,360,540,0,0,0,0,0
"7","PH050507000",13.249,123.37,24.3051755538892,16.3121983583149,27.5187754718241,1260,180,0,4.25293268495867,2.85431723822729,1260,180,720,0,0,0,0,0
"8","PH050508000",13.184,123.49,26.2810491957343,17.6382880508284,26.1099194075333,1260,180,0,4.31486575126193,2.89588305453821,1260,180,540,0,0,0,0,0
"9","PH050509000",13.304,123.73,27.6940108257338,18.5865844468012,21.1562382258275,1080,360,0,4.42081567168325,2.96699038368003,1080,360,360,0,0,0,0,0
"10","PH050510000",13.383,123.65,26.7809574594786,17.9737969526702,9.50845821162724,1080,180,180,4.27535271219874,2.86936423637499,1080,180,540,0,0,0,0,0
"11","PH050511000",13.086,123.87,26.5052174070058,17.788736514769,9.83348916656607,1080,360,180,4.37249468805095,2.93456019332278,1080,360,540,0,0,0,0,0
"12","PH050512000",13.167,123.4,25.0125810044609,16.7869671170878,32.1563295879145,1260,180,0,4.28704672024792,2.87721256392478,1260,180,720,0,0,0,0,0
"13","PH050513000",13.063,123.46,26.085324961649,17.5069295044624,39.9361606957043,1080,360,0,4.36085965824004,2.92675144848325,1080,360,540,0,0,0,0,0
"14","PH050514000",13.324,123.49,25.4058647952952,17.0509159699968,12.3232893441653,1080,180,180,4.21826837979993,2.83105260389257,1080,180,540,0,0,0,0,0
"15","PH050515000",13.234,124.06,26.3664438833628,17.69559992172,22.6440129247664,1260,540,0,4.55552739083438,3.0574009334459,1260,540,540,0,0,0,0,0
"16","PH050516000",13.244,123.75,23.9746118904539,16.0903435506402,26.9597282098179,1260,360,0,4.41623658763681,2.96391717291061,1260,360,540,0,0,0,0,0
"17","PH050517000",13.333,123.69,28.0454000538539,18.8224161435261,15.7701857658157,1080,360,180,4.36673906882644,2.93069736162848,1080,360,540,0,0,0,0,0
"18","PH050518000",13.462,123.61,25.4021052380689,17.0483927772274,7.8080548324478,1080,180,180,4.2288044919074,2.83812382007208,1080,180,540,0,0,0,0,0
