"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,3.88439368347941,2.60697562649625,503.541653585318,0,0,0,1.53904213342739,1.03291418350832,0,0,0,0,0,0,0,0
"2","PH050502000",13.14,123.63,3.5542965328411,2.38543391465846,530.537009050885,0,0,0,1.43937332104879,0.966022363119995,0,0,0,0,0,0,0,0
"3","PH050503000",13.115,123.68,3.59101296218742,2.4100758135486,526.478315625142,0,0,0,1.44969310086414,0.972948389841703,0,0,0,0,0,0,0,0
"4","PH050504000",13.173,123.57,3.51192661508158,2.35699772824267,535.34088538175,0,0,0,1.42765346646588,0.958156688903277,0,0,0,0,0,0,0,0
"5","PH050505000",13.049,123.58,3.44509421990442,2.31214377174793,539.257749615424,0,0,0,1.40514362351763,0.943049411756796,0,0,0,0,0,0,0,0
"6","PH050506000",13.099,123.75,3.65506759541194,2.45306550027647,520.072211672855,0,0,0,1.46831824167672,0.985448484346795,0,0,0,0,0,0,0,0
"7","PH050507000",13.249,123.37,3.35030015666757,2.24852359507891,552.965421063935,0,0,0,1.38219613402936,0.92764841210024,0,0,0,0,0,0,0,0
"8","PH050508000",13.184,123.49,3.43554409728282,2.3057342934784,543.069682918441,0,0,0,1.4054168220445,0.943232766472821,0,0,0,0,0,0,0,0
"9","PH050509000",13.304,123.73,3.76997875393731,2.5301870831794,514.091774830633,0,0,0,1.50637621077948,1.01099074548958,0,0,0,0,0,0,0,0
"10","PH050510000",13.383,123.65,3.72959721066162,2.50308537628297,519.476633847573,0,0,0,1.49711657495125,1.0047762247995,0,0,0,0,0,0,0,0
"11","PH050511000",13.086,123.87,3.77810155345296,2.5356386264785,508.561222621303,0,0,0,1.5041036006558,1.00946550379584,0,0,0,0,0,0,0,0
"12","PH050512000",13.167,123.4,3.33451981858511,2.23793276415108,552.890904630798,0,0,0,1.37506004178567,0.922859088446758,0,0,0,0,0,0,0,0
"13","PH050513000",13.063,123.46,3.33377710601004,2.23743429933559,550.814126556717,0,0,0,1.37222001222725,0.920953028340439,0,0,0,0,0,0,0,0
"14","PH050514000",13.324,123.49,3.51764777600485,2.3608374335603,537.990289855127,0,0,0,1.43372723435364,0.962233043190364,0,0,0,0,0,0,0,0
"15","PH050515000",13.234,124.06,4.11314080887493,2.76049718716438,483.296555386585,0,0,0,1.60270560899985,1.07564134832205,0,0,0,0,0,0,0,0
"16","PH050516000",13.244,123.75,3.75279514090807,2.51865445698528,514.304672081005,0,0,0,1.4998628179417,1.00661934090047,0,0,0,0,0,0,0,0
"17","PH050517000",13.333,123.69,3.74339347979023,2.51234461730888,517.131428800162,0,0,0,1.49952043707154,1.00638955508157,0,0,0,0,0,0,0,0
"18","PH050518000",13.462,123.61,3.73231224186029,2.50490754487267,520.948457040551,0,0,0,1.50077945763991,1.0072345353288,0,0,0,0,0,0,0,0
"19","PH051601000",13.99,122.97,3.41488210569224,2.29186718502835,557.923876809555,0,0,0,1.39925212405598,0.939095385272468,0,0,0,0,0,0,0,0
