"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,19.1555182505355,12.8560525171379,83.0645205195513,1080,0,0,5.17427538636211,3.47266804453833,1080,0,0,0,0,0,0,0
"2","PH050502000",13.14,123.63,18.2342072884944,12.2377230124124,100.704715385955,900,0,0,4.93428644358112,3.31160163998733,900,0,0,0,0,0,0,0
"3","PH050503000",13.115,123.68,17.9942713545603,12.0766921842687,102.665178299759,900,0,0,4.90786298002027,3.29386777182568,900,0,0,0,0,0,0,0
"4","PH050504000",13.173,123.57,18.5299389804068,12.4362006579911,98.4721894841865,1080,0,0,4.9688290650956,3.33478460744671,1080,0,0,0,0,0,0,0
"5","PH050505000",13.049,123.58,17.5189544254685,11.7576875338715,111.681369303493,900,0,0,4.79460533597848,3.2178559301869,900,0,0,0,0,0,0,0
"6","PH050506000",13.099,123.75,17.7887109981607,11.9387322135307,103.823995304749,900,0,0,4.89617237125924,3.28602172567734,900,0,0,0,0,0,0,0
"7","PH050507000",13.249,123.37,19.022630908734,12.7668663817007,98.2960294988516,1260,0,0,5.02164715119282,3.37023298737773,1260,0,0,0,0,0,0,0
"8","PH050508000",13.184,123.49,18.6017921998069,12.4844242951724,99.7798934860173,1080,0,0,4.96452685938802,3.33189722106579,1080,0,0,0,0,0,0,0
"9","PH050509000",13.304,123.73,19.5337947233396,13.1099293445232,81.1835018565948,1260,0,0,5.18965607219514,3.48299065247996,1260,0,0,0,0,0,0,0
"10","PH050510000",13.383,123.65,20.3695001212124,13.6708054504781,73.7356292823648,1440,0,0,5.2958167555166,3.55423943323262,1440,0,180,0,0,0,0,0
"11","PH050511000",13.086,123.87,17.4829236996959,11.7335058387221,105.503253860094,720,0,0,4.89139088195889,3.28281267245563,720,0,0,0,0,0,0,0
"12","PH050512000",13.167,123.4,18.3700752292109,12.328909549806,105.112688848292,1080,0,0,4.9131878540796,3.2974415128051,1080,0,0,0,0,0,0,0
"13","PH050513000",13.063,123.46,17.5928628652442,11.8072905135867,113.579930572988,900,0,0,4.78397128965466,3.21071898634541,900,0,0,0,0,0,0,0
"14","PH050514000",13.324,123.49,19.8284984749594,13.3077170972882,85.2070969930432,1260,0,0,5.16948249477633,3.46945133877606,1260,0,0,0,0,0,0,0
"15","PH050515000",13.234,124.06,18.3646604075232,12.3252754412908,88.2723317310196,1080,0,0,5.10231499326969,3.42437247870449,1080,0,0,0,0,0,0,0
"16","PH050516000",13.244,123.75,18.9889135075006,12.7442372533561,87.7013376578298,1080,0,0,5.1042399790408,3.42566441546363,1080,0,0,0,0,0,0,0
"17","PH050517000",13.333,123.69,19.8523124531738,13.3236996330026,78.4603940515472,1260,0,0,5.22703837479263,3.50807944616955,1260,0,0,0,0,0,0,0
"18","PH050518000",13.462,123.61,21.2079209859207,14.2335040173964,66.3168988483502,1440,0,0,5.40987662374851,3.63078968036813,1440,0,540,0,0,0,0,0
"19","PH051601000",13.99,122.97,24.7401858925644,16.6041516057479,52.6095910611386,1620,540,0,5.89583486946257,3.95693615400173,1620,540,1080,0,0,0,0,0
"20","PH051602000",14.268,122.49,25.0675521746599,16.823860519906,68.1141328729812,1620,720,0,5.81160917501659,3.90040884229302,1620,720,1080,0,0,0,0,0
"21","PH051603000",14.106,122.94,26.0258732241726,17.4670290095118,47.960877751977,1800,720,0,6.03531757502059,4.05054870806751,1800,720,1080,0,0,0,0,0
"22","PH051605000",14.263,122.65,25.8880815035009,17.3745513446315,56.9220867573479,1620,720,0,5.96768710729036,4.00515913240964,1620,720,1080,0,0,0,0,0
"23","PH051606000",14.136,122.69,24.4245152884445,16.3922921398956,61.76170211554,1620,720,0,5.84709934332966,3.92422774720112,1620,720,900,0,0,0,0,0
"24","PH051607000",13.974,123.04,25.3199862971905,16.9932793940876,48.5401769679383,1620,720,0,5.92857247343644,3.97890770029291,1620,720,900,0,0,0,0,0
"25","PH051608000",14.254,122.77,26.39852581198,17.7171314174363,46.6633275275779,1620,900,0,6.07559404870007,4.07757989845643,1620,900,1260,0,0,0,0,0
"26","PH051604000",14.015,122.87,24.3374409934244,16.3338530157211,59.5765807323553,1620,540,0,5.84813082112797,3.92492001417985,1620,540,1080,0,0,0,0,0
"27","PH051609000",14.081,122.86,25.1243407902592,16.8619736847377,55.093195870144,1620,720,0,5.93024144640542,3.98002781637948,1620,720,1080,0,0,0,0,0
"28","PH051610000",14.151,122.38,23.3706187405507,15.6849790205038,85.7230858117973,1440,540,0,5.56784585859136,3.73680930106803,1440,540,900,0,0,0,0,0
"29","PH051611000",14.141,122.92,26.4742964638296,17.7679842039125,46.153672180296,1800,720,0,6.06671183032298,4.07161867806912,1800,720,1080,0,0,0,0,0
"30","PH051612000",14.253,122.9,26.6301009867096,17.8725509977917,36.7313916641308,1800,900,0,6.17214011290948,4.14237591470435,1800,900,1080,0,0,0,0,0
"31","PH051701000",13.482,123.36,21.1269162052159,14.1791383927624,75.6564933020465,1440,0,0,5.36409428139381,3.60006327610323,1440,0,360,0,0,0,0,0
"32","PH051702000",13.348,123.25,19.5599858196495,13.1275072615097,93.6475443931638,1260,0,0,5.11949629020059,3.4359035504702,1260,0,0,0,0,0,0,0
"33","PH051703000",13.32,123.31,19.493459459149,13.0828586974154,94.4855138986272,1260,0,0,5.1029423606458,3.42479353063476,1260,0,0,0,0,0,0,0
"34","PH051704000",13.684,123.2,22.6016957143998,15.1689232982549,63.4696532441486,1620,360,0,5.59806214125269,3.75708868540449,1620,360,540,0,0,0,0,0
"35","PH051705000",13.43,123.51,20.8688373812398,14.0059311283488,73.5219716045517,1260,0,0,5.33536047072294,3.58077883941137,1260,0,180,0,0,0,0,0
"36","PH051706000",13.456,123.26,20.5323723011577,13.7801156383609,82.1100261364763,1440,0,0,5.28292000366197,3.54558389507514,1440,0,360,0,0,0,0,0
"37","PH051707000",13.741,123.07,22.7764948254498,15.2862381378858,68.7922548568131,1620,180,0,5.60492886670487,3.76169722597642,1620,180,720,0,0,0,0,0
"38","PH051708000",13.71,123.27,23.1539661475706,15.539574595685,56.6751385117009,1620,360,0,5.6765864184966,3.80978954261517,1620,360,720,0,0,0,0,0
"39","PH051709000",13.624,123.15,21.8077188661845,14.6360529303252,72.0631513742059,1440,0,0,5.47917263255682,3.67729706883008,1440,0,540,0,0,0,0,0
"40","PH051710000",13.644,123.13,21.961030448522,14.7389466097463,71.7163973886802,1620,0,0,5.49757750377156,3.68964933139031,1620,0,540,0,0,0,0,0
"41","PH051711000",13.798,123.83,24.4165464350859,16.386943916165,26.2248849219715,1800,180,0,5.74378855029147,3.85489164449092,1800,180,360,0,0,0,0,0
"42","PH051712000",13.949,122.68,22.4342491247805,15.0565430367654,78.0463090575298,1440,180,0,5.59710318944321,3.75644509358605,1440,180,900,0,0,0,0,0
"43","PH051713000",13.602,123.13,21.5245743050192,14.4460230235028,75.3260397957499,1440,0,0,5.43505415748467,3.64768735401655,1440,0,540,0,0,0,0,0
"44","PH051714000",13.866,123.63,24.0279624350998,16.1261492853019,25.387593653496,1620,180,0,5.80740973788503,3.89759042811076,1620,180,720,0,0,0,0,0
"45","PH051715000",13.73,123.43,24.4292234061886,16.3954519504621,47.044452360428,1620,360,0,5.78680353071868,3.88376075887159,1620,360,720,0,0,0,0,0
"46","PH051716000",13.451,123.43,20.980419127535,14.0808182063993,75.5083916198493,1440,0,0,5.34245574816154,3.58554077057822,1440,0,360,0,0,0,0,0
"47","PH051717000",13.822,123.51,24.2001269905464,16.2416959668096,35.0317177522245,1620,540,0,5.88950711412072,3.95268933833605,1620,540,720,0,0,0,0,0
