"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,15.8385516486736,10.6299004353514,268.392044159095,540,0,0,2.34728351927188,1.57535806662542,540,0,0,0,0,0,0,0
"2","PH050502000",13.14,123.63,14.025369632479,9.41299975334162,295.57233834347,0,0,0,2.22693168115187,1.4945850209073,0,0,0,0,0,0,0,0
"3","PH050503000",13.115,123.68,14.1164836659451,9.47415011137256,294.125142699458,0,0,0,2.2136586155706,1.48567692320175,0,0,0,0,0,0,0,0
"4","PH050504000",13.173,123.57,13.9225011850783,9.34396052689818,297.21751774261,0,0,0,2.24514426296057,1.50680823017488,0,0,0,0,0,0,0,0
"5","PH050505000",13.049,123.58,13.3422204190061,8.95451034832627,306.763939171082,0,0,0,2.16068544550121,1.45012446006793,0,0,0,0,0,0,0,0
"6","PH050506000",13.099,123.75,14.3374711586518,9.62246386486699,290.650938947623,0,0,0,2.20835053122792,1.48211445048854,0,0,0,0,0,0,0,0
"7","PH050507000",13.249,123.37,13.3556417716297,8.96351796753671,306.522186403057,0,0,0,2.28338762844746,1.53247491842111,0,0,0,0,0,0,0,0
"8","PH050508000",13.184,123.49,13.6097426835542,9.13405549231828,302.304630280648,0,0,0,2.24662121869262,1.50779947563263,0,0,0,0,0,0,0,0
"9","PH050509000",13.304,123.73,15.3937979550538,10.331408023526,274.746907430347,180,0,0,2.35117563467904,1.57797022461681,180,0,0,0,0,0,0,0
"10","PH050510000",13.383,123.65,15.4202675841617,10.3491728752763,274.357046314532,360,0,0,2.4024585190057,1.61238826778906,360,0,0,0,0,0,0,0
"11","PH050511000",13.086,123.87,14.7836454250184,9.92190968122043,283.799536329334,0,0,0,2.20945411816976,1.48285511286561,0,0,0,0,0,0,0,0
"12","PH050512000",13.167,123.4,13.120234854583,8.8055267480423,310.515119892616,0,0,0,2.22782425053632,1.49518406076263,0,0,0,0,0,0,0,0
"13","PH050513000",13.063,123.46,12.9008242924431,8.65827133721011,314.305652166218,0,0,0,2.16084689159712,1.45023281315243,0,0,0,0,0,0,0,0
"14","PH050514000",13.324,123.49,14.2922971822048,9.59214575986901,291.338576204262,0,0,0,2.34662952801862,1.57491914632122,0,0,0,0,0,0,0,0
"15","PH050515000",13.234,124.06,16.5685261807895,11.1198162287178,258.352425352149,540,0,0,2.32917454864044,1.5632043950607,540,0,0,0,0,0,0,0
