"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,23.961630402481,16.0816311426047,81.4011804906264,1620,540,0,5.00087251596835,3.35629027917339,1620,540,900,0,0,0,0,0
"2","PH050502000",13.14,123.63,23.409107387115,15.7108103269228,109.347878896032,1440,180,0,4.71961222134062,3.16752498076552,1440,180,720,0,0,0,0,0
"3","PH050503000",13.115,123.68,23.3974586593418,15.70299238882,106.871633784868,1440,180,0,4.72914304409712,3.17392150610545,1440,180,720,0,0,0,0,0
"4","PH050504000",13.173,123.57,23.4248458245759,15.7213730366281,110.468851190511,1440,180,0,4.70996744810946,3.16105197859695,1440,180,720,0,0,0,0,0
"5","PH050505000",13.049,123.58,23.3521192857763,15.6725632790445,119.900840577101,1440,180,0,4.60087942791943,3.0878385422278,1440,180,360,0,0,0,0,0
"6","PH050506000",13.099,123.75,23.3923682876023,15.6995760319478,102.429068345991,1440,180,0,4.75957507500324,3.19434568792164,1440,180,720,0,0,0,0,0
"7","PH050507000",13.249,123.37,23.4569312036336,15.7429068480763,118.578993671817,1260,180,0,4.63916890511937,3.11353617793246,1260,180,540,0,0,0,0,0
"8","PH050508000",13.184,123.49,23.4262012909233,15.7222827455861,114.857991186193,1440,180,0,4.66496382493841,3.13084820465665,1440,180,540,0,0,0,0,0
"9","PH050509000",13.304,123.73,23.5302501721783,15.7921142095157,88.6246397269074,1440,540,0,4.94401494038345,3.31813083247211,1440,540,720,0,0,0,0,0
"10","PH050510000",13.383,123.65,23.7269211465393,15.9241081520398,86.7517926956047,1620,540,0,4.9636899074392,3.33133550834846,1620,540,900,0,0,0,0,0
"11","PH050511000",13.086,123.87,23.3920724320312,15.6993774711619,94.5755655183426,1620,180,0,4.82309081762051,3.23697370310101,1620,180,900,0,0,0,0,0
"12","PH050512000",13.167,123.4,23.4102306942568,15.7115642243334,122.7383960376,1260,180,0,4.58675396490583,3.07835836570861,1260,180,540,0,0,0,0,0
"13","PH050513000",13.063,123.46,23.3526701740226,15.6729330026997,127.414840167076,1440,180,0,4.53384741006036,3.04285061077877,1440,180,180,0,0,0,0,0
"14","PH050514000",13.324,123.49,23.5095804119011,15.7782418871819,103.409172451004,1620,180,0,4.79394371150693,3.2174118869174,1620,180,720,0,0,0,0,0
"15","PH050515000",13.234,124.06,24.6812808878757,16.5646180455541,68.8953053916617,1620,720,0,5.08898015398612,3.41542292213833,1620,720,900,0,0,0,0,0
"16","PH050516000",13.244,123.75,23.4785301106558,15.7574027588294,91.9940985929562,1440,360,0,4.89969975631666,3.2883890981991,1440,360,720,0,0,0,0,0
"17","PH050517000",13.333,123.69,23.5515550560543,15.8064127892982,88.416587910993,1440,540,0,4.9442370556582,3.31827990312631,1440,540,720,0,0,0,0,0
"18","PH050518000",13.462,123.61,24.0902254684404,16.1679365560003,83.3972275901101,1620,540,0,5.00891346633274,3.3616868901562,1620,540,900,0,0,0,0,0
"19","PH051601000",13.99,122.97,23.8773709621994,16.0250811826841,91.9623492374157,1620,720,0,4.94705909561287,3.32017388967307,1620,720,900,0,0,0,0,0
"20","PH051602000",14.268,122.49,24.0125212868324,16.1157860985452,111.074813715599,1620,180,0,4.70828767370365,3.15992461322392,1620,180,720,0,0,0,0,0
"21","PH051603000",14.106,122.94,24.0048136776747,16.1106132064931,86.843351394082,1620,720,0,5.01043427686167,3.36270756836354,1620,720,900,0,0,0,0,0
"22","PH051605000",14.263,122.65,24.0220752479832,16.1221981530089,97.4473538795907,1620,360,0,4.85753160588062,3.26008832609437,1620,360,900,0,0,0,0,0
"23","PH051606000",14.136,122.69,23.9463450416679,16.0713725111865,103.908664302444,1440,180,0,4.80448434597088,3.22448613823549,1440,180,900,0,0,0,0,0
"24","PH051607000",13.974,123.04,23.9260622826138,16.0577599212173,87.6017617497867,1620,720,0,4.99566078420303,3.35279247261948,1620,720,1080,0,0,0,0,0
"25","PH051608000",14.254,122.77,24.0257999664877,16.1246979640857,88.4747249518577,1800,720,0,4.96463506570861,3.33196984275746,1800,720,1080,0,0,0,0,0
"26","PH051604000",14.015,122.87,23.8853310987329,16.0304235561966,98.7774898920763,1620,360,0,4.87785715258931,3.27372963261028,1620,360,900,0,0,0,0,0
"27","PH051609000",14.081,122.86,23.925304000748,16.0572510072134,95.6432168284471,1620,540,0,4.91923251395972,3.30149833151659,1620,540,900,0,0,0,0,0
"28","PH051610000",14.151,122.38,23.9311813236955,16.0611955192587,128.218963401787,1440,180,0,4.52745348987442,3.03855938917746,1440,180,180,0,0,0,0,0
"29","PH051611000",14.141,122.92,24.0229387161393,16.1227776618385,86.6691228297075,1620,540,0,5.01914089772555,3.36855093807084,1620,540,900,0,0,0,0,0
"30","PH051612000",14.253,122.9,24.6485617256093,16.5426588762479,79.2303293863416,1800,720,0,5.08541731437514,3.41303175461419,1800,720,1080,0,0,0,0,0
"31","PH051701000",13.482,123.36,23.595680269134,15.8360270262644,103.083942492585,1440,360,0,4.84054453674413,3.24868760855311,1440,360,720,0,0,0,0,0
"32","PH051702000",13.348,123.25,23.50787409172,15.7770967058523,121.76845050035,1440,180,0,4.63885017727725,3.11332226662903,1440,180,540,0,0,0,0,0
"33","PH051703000",13.32,123.31,23.4952190751856,15.7686034061648,118.395148227174,1440,180,0,4.65874767801196,3.12667629396776,1440,180,540,0,0,0,0,0
"34","PH051704000",13.684,123.2,23.7067924719305,15.91059897445,98.2224895690852,1620,360,0,4.8906556678502,3.28231924016792,1620,360,900,0,0,0,0,0
"35","PH051705000",13.43,123.51,23.5744250048778,15.8217617482401,93.8582023047713,1620,540,0,4.90622603128739,3.29276914851503,1620,540,900,0,0,0,0,0
"36","PH051706000",13.456,123.26,23.5732442875987,15.8209693205361,111.857185660681,1440,180,0,4.74079648927919,3.18174261025449,1440,180,720,0,0,0,0,0
"37","PH051707000",13.741,123.07,23.7322314482946,15.9276721129494,105.582512908439,1620,180,0,4.83148989534735,3.24261066801836,1620,180,900,0,0,0,0,0
"38","PH051708000",13.71,123.27,23.8178623057885,15.9851424871064,90.5709392083082,1620,540,0,4.96962603588795,3.33531948717312,1620,540,900,0,0,0,0,0
"39","PH051709000",13.624,123.15,23.6669060893951,15.8838295901981,106.655427888786,1620,180,0,4.7989844701205,3.2207949463896,1620,180,720,0,0,0,0,0
"40","PH051710000",13.644,123.13,23.6776075070485,15.891011749697,106.908477946595,1620,180,0,4.79972942675362,3.22129491728431,1620,180,720,0,0,0,0,0
"41","PH051711000",13.798,123.83,30.3217177924917,20.3501461694575,41.9527090771843,1800,900,0,5.49314036541754,3.68667138618627,1800,900,1260,180,180,0,0,0
"42","PH051712000",13.949,122.68,23.8303996346625,15.9935568017869,119.915516685108,1440,180,0,4.65847837313415,3.12649555243903,1440,180,540,0,0,0,0,0
"43","PH051713000",13.602,123.13,23.652192859584,15.8739549393182,109.891018749979,1620,180,0,4.76422594380461,3.19746707637893,1620,180,720,0,0,0,0,0
"44","PH051714000",13.866,123.63,29.0982667835033,19.5290381097337,51.3156570703337,1800,900,0,5.39681656554255,3.62202454063259,1800,900,1080,0,0,0,0,0
