"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,57.8939405887393,38.8549936837176,35.7436313890422,1620,1080,0,5.00938309370508,3.36200207631214,1620,1080,1260,720,720,360,360,0
"2","PH050502000",13.14,123.63,65.0158682732442,43.6348109216404,21.3125540308047,1620,1080,0,5.11256641121633,3.4312526249774,1620,1080,1080,720,720,360,360,0
"3","PH050503000",13.115,123.68,63.8469462165168,42.8502994741724,26.3736179907778,1620,1080,0,5.14090568880066,3.45027227436286,1620,1080,1080,720,720,360,360,0
"4","PH050504000",13.173,123.57,50.892384483311,34.1559627404772,16.3630854460619,1620,1080,180,4.90003222204687,3.28861222956166,1620,1080,1080,720,720,360,180,0
"5","PH050505000",13.049,123.58,52.0933378634642,34.9619717204457,16.6444775729009,1620,1080,180,4.92738290624638,3.30696839345395,1620,1080,1080,720,720,360,360,0
"6","PH050506000",13.099,123.75,60.8907884455845,40.8663009701909,31.4661391759596,1620,1080,0,5.143012769406,3.45168642242013,1620,1080,1260,720,720,360,360,0
"7","PH050507000",13.249,123.37,56.5384911908527,37.9452961012434,17.7589181438127,1440,900,180,4.91708454238409,3.30005673985509,1440,900,1080,540,540,360,180,0
"8","PH050508000",13.184,123.49,45.3677090430243,30.448126874513,10.6493809122709,1440,900,180,4.58103154972048,3.07451781860435,1440,900,1080,540,540,180,0,0
"9","PH050509000",13.304,123.73,55.0471850630689,36.9444195054154,38.8151912060486,1620,1080,0,4.9819965768128,3.34362186363275,1620,1080,1260,720,720,360,360,0
"10","PH050510000",13.383,123.65,55.0910415945572,36.9738534191659,38.7439059282634,1620,1080,0,4.89277289420121,3.28374019745048,1620,1080,1080,720,720,360,180,0
"11","PH050511000",13.086,123.87,63.1419224819091,42.3771291824893,18.6594137985547,1620,900,180,5.10678753366377,3.42737418366696,1620,900,1260,720,720,360,360,0
"12","PH050512000",13.167,123.4,45.3986181072361,30.4688712129101,8.13590561804782,1440,720,180,4.47834829928053,3.00560288542318,1440,720,900,360,360,180,0,0
"13","PH050513000",13.063,123.46,45.0962549891589,30.2659429457443,5.14383133817253,1260,720,180,4.3852742142768,2.94313705656161,1260,720,900,360,360,180,0,0
"14","PH050514000",13.324,123.49,64.8330053851559,43.5120841511114,25.2156569747742,1440,900,0,4.99923258859932,3.35518965677806,1440,900,1080,540,540,180,180,0
"15","PH050515000",13.234,124.06,67.323675794155,45.1836750296343,23.6889154228584,1440,1080,0,5.11876640925331,3.43541369748544,1440,1080,1260,720,720,180,180,0
"16","PH050516000",13.244,123.75,55.9247206028104,37.5333695320875,37.3577152052772,1620,1080,0,5.04657312591054,3.38696182947016,1620,1080,1260,720,720,360,360,0
"17","PH050517000",13.333,123.69,55.852566231751,37.4849437796986,37.4782157602372,1620,1080,0,4.9509053307925,3.32275525556543,1620,1080,1080,720,720,360,180,0
"18","PH050518000",13.462,123.61,52.1225832723224,34.9815995116258,44.0957236291258,1620,1080,0,4.79363738171309,3.21720629645174,1620,1080,1080,720,720,180,180,0
"19","PH051601000",13.99,122.97,37.6141034717018,25.2443647461086,86.4623622733157,1440,720,0,4.16106996354047,2.79266440506072,1440,720,900,540,540,0,0,0
"20","PH051602000",14.268,122.49,31.5084439531124,21.1466066799412,115.005538029448,1260,720,0,3.85838741994193,2.58952175835029,1260,720,720,360,360,0,0,0
"21","PH051603000",14.106,122.94,35.0519616403312,23.5248064700209,98.9340790375677,1260,720,0,4.03396831562437,2.70736128565394,1260,720,900,540,540,0,0,0
"22","PH051605000",14.263,122.65,31.5770136140367,21.1926265866018,118.246766093653,1440,720,0,3.86404489090812,2.59331871873028,1440,720,900,360,360,0,0,0
"23","PH051606000",14.136,122.69,34.1656311837948,22.9299538146274,103.553175660956,1440,720,0,3.99855499076507,2.6835939535336,1440,720,900,360,360,0,0,0
"24","PH051607000",13.974,123.04,37.6976850726003,25.3004597802686,86.0856547981773,1440,720,0,4.18014362380887,2.80546551933481,1440,720,1080,540,540,0,0,0
"25","PH051608000",14.254,122.77,32.0424229250822,21.5049818289142,115.449558863485,1260,540,0,3.87401316971737,2.60000883873649,1260,540,900,180,180,0,0,0
"26","PH051604000",14.015,122.87,37.1812426544735,24.9538541305191,88.4351494667816,1260,720,0,4.13162303078147,2.77290136294059,1260,720,900,540,540,0,0,0
"27","PH051609000",14.081,122.86,35.6639228906643,23.9355187185666,95.7762194356439,1260,720,0,4.05978849562991,2.72469026552343,1260,720,900,540,540,0,0,0
"28","PH051610000",14.151,122.38,34.2750517134898,23.0033904117381,99.1384280741862,1260,720,0,3.97969875942039,2.67093876471167,1260,720,900,360,360,0,0,0
"29","PH051611000",14.141,122.92,34.335159052486,23.0437309077087,102.657617843906,1260,720,0,3.99584997271227,2.68177850517602,1260,720,900,360,180,0,0,0
"30","PH051612000",14.253,122.9,32.1174101889933,21.5553088516733,115.002705221944,1260,720,0,3.87571095354756,2.60114829097152,1260,720,900,180,180,0,0,0
"31","PH051701000",13.482,123.36,52.7214631294105,35.3835323016178,42.9604816710951,1440,900,0,4.77098206239552,3.20200138415807,1440,900,1080,540,540,180,180,0
"32","PH051702000",13.348,123.25,58.1197730181106,39.0065590725574,33.9413154300457,1620,900,0,4.9340741237115,3.31145914343053,1620,900,1080,720,720,360,360,0
"33","PH051703000",13.32,123.31,62.6533448312227,42.0492247189414,27.7621952783405,1440,900,0,4.98160302967637,3.34335773803783,1440,900,1080,720,540,360,180,0
"34","PH051704000",13.684,123.2,43.8386161541242,29.421890036325,63.3412720607873,1440,900,0,4.51668481209522,3.03133208865451,1440,900,1080,720,720,0,0,0
"35","PH051705000",13.43,123.51,56.0239432715562,37.5999619272189,37.2032081261643,1440,900,0,4.84228795812615,3.24985769001755,1440,900,1080,540,540,180,180,0
