"","gridid","glat","glon","vmax_gust","vmax_sust","dist_track","gust_dur","sust_dur","dist_track_dur","vavg_gust","vavg_sust","gust_15","sust_15","gust_20","sust_20","gust_30","sust_30","gust_50","sust_50"
"1","PH050501000",13.286,123.84,15.5310897499602,10.4235501677585,230.169156589757,180,0,0,1.32734445155758,0.890835202387634,180,0,0,0,0,0,0,0
"2","PH050502000",13.14,123.63,17.2797582454617,11.5971531848736,212.560501700969,360,0,0,1.44181432479758,0.967660620669516,360,0,0,0,0,0,0,0
"3","PH050503000",13.115,123.68,17.5608423380741,11.7858002268954,209.905514489741,360,0,0,1.44699076126033,0.971134739100889,360,0,0,0,0,0,0,0
"4","PH050504000",13.173,123.57,17.1567793749409,11.5146170301617,216.26564927822,360,0,0,1.43398536998772,0.96240628858236,360,0,0,0,0,0,0,0
"5","PH050505000",13.049,123.58,18.3775780803936,12.3339450203984,202.444698623684,360,0,0,1.50257329370321,1.0084384521498,360,0,0,0,0,0,0,0
"6","PH050506000",13.099,123.75,17.7067165510712,11.8837023832693,208.544600595362,360,0,0,1.44357953839683,0.968845327783109,360,0,0,0,0,0,0,0
"7","PH050507000",13.249,123.37,17.3211798921617,11.6249529477595,221.814940698208,360,0,0,1.42693213959266,0.957672576907828,360,0,0,0,0,0,0,0
"8","PH050508000",13.184,123.49,17.4439213033356,11.7073297337823,217.836573573794,360,0,0,1.44191084056778,0.967725396354212,360,0,0,0,0,0,0,0
"9","PH050509000",13.304,123.73,15.4371205458845,10.360483587842,231.176143482372,360,0,0,1.33634737526834,0.896877433065998,360,0,0,0,0,0,0,0
"10","PH050510000",13.383,123.65,14.9008460709518,10.0005678328536,239.639771798949,0,0,0,1.3090413208341,0.87855122203631,0,0,0,0,0,0,0,0
"11","PH050511000",13.086,123.87,17.7143603771116,11.8888324678601,208.471253154308,360,0,0,1.42962339000546,0.959478785238561,360,0,0,0,0,0,0,0
"12","PH050512000",13.167,123.4,18.0412449204104,12.1082180673895,214.711795374861,360,0,0,1.46728678929829,0.98475623442838,360,0,0,0,0,0,0,0
"13","PH050513000",13.063,123.46,18.8502171923681,12.6511524780994,204.626739014594,540,0,0,1.51621790544435,1.01759590969419,540,0,0,0,0,0,0,0
"14","PH050514000",13.324,123.49,16.0948154485761,10.8018895628027,233.395103503037,360,0,0,1.36610576769522,0.916849508520279,360,0,0,0,0,0,0,0
"15","PH050515000",13.234,124.06,15.7041312495096,10.5396854023555,228.330159679216,180,0,0,1.31759533397278,0.884292170451527,180,0,0,0,0,0,0,0
"16","PH050516000",13.244,123.75,16.0586780801125,10.7776362953775,224.645430026069,360,0,0,1.3644643590191,0.915747891959129,360,0,0,0,0,0,0,0
"17","PH050517000",13.333,123.69,15.1582850678434,10.1733456831164,234.196659677151,360,0,0,1.32800216357878,0.891276619851528,360,0,0,0,0,0,0,0
"18","PH050518000",13.462,123.61,14.4091294979859,9.67055671005768,248.393900771773,0,0,0,1.27603243791025,0.856397609335739,0,0,0,0,0,0,0,0
"19","PH051601000",13.99,122.97,11.8528552364072,7.9549364002733,290.558264424356,0,0,0,1.13209841370785,0.759797593092516,0,0,0,0,0,0,0,0
"20","PH051602000",14.268,122.49,11.3857682531986,7.64145520348897,313.983542962104,0,0,0,1.08651918268652,0.72920750515874,0,0,0,0,0,0,0,0
"21","PH051603000",14.106,122.94,11.2588042155976,7.55624443999837,302.929544547974,0,0,0,1.08856442626176,0.730580151853533,0,0,0,0,0,0,0,0
"22","PH051605000",14.263,122.65,11.078726035644,7.43538660110336,318.147479231196,0,0,0,1.06644897526594,0.71573756729258,0,0,0,0,0,0,0,0
