,adm3_pcode,storm_id,value_count,v_max,dis_track_min,vmax_gust,vmax_gust_mph,vmax_sust_mph,vmax_sust
0,PH013301000,2013306N07162,10,4.307491192676275,486.97996229469,19.249696390255277,22.152242902305563,11.659075211739772,10.131419152765938
1,PH013302000,2013306N07162,11,4.044448662139669,492.374081081014,18.07418873996381,20.799487488669154,10.947098678246922,9.512730915770426
2,PH013309000,2013306N07162,4,3.5912351164459198,497.7716271185093,16.048828091661388,18.468734829698448,9.720386752472868,8.446751627190206
3,PH013312000,2013306N07162,9,4.300487887576331,489.7254181626263,19.218399403013276,22.11622682966526,11.640119384034348,10.114947054217515
4,PH013313000,2013306N07162,36,4.498625328383064,477.5759027085411,20.103853466287188,23.135193211826316,12.176417479908588,10.580975508572205
5,PH013317000,2013306N07162,22,4.4033327129529365,481.5893859219724,19.678001425456056,22.645129490420853,11.918489205484661,10.356842855503189
6,PH013320000,2013306N07162,16,4.30452461333282,488.3230815101294,19.236439078951616,22.136986600373504,11.65104557914395,10.124441620500852
7,PH015501000,2013306N07162,117,4.865618826997644,438.2583722795536,21.743906367042857,25.02253987400859,13.169757828425572,11.444161245812031
8,PH015502000,2013306N07162,118,5.5280069668192455,422.4705885127469,24.704044882416035,28.42901996011592,14.962642084271538,13.002128885482124
9,PH015503000,2013306N07162,122,4.7972111661194825,449.0524097485504,21.438200181291144,24.670738082114482,12.984598990586571,11.28326325331113
10,PH015504000,2013306N07162,23,5.3792087076135005,437.2730970668104,24.039082103622874,27.663791423614164,14.559890222954822,12.652148475590986
11,PH015505000,2013306N07162,28,4.38785341274231,470.4919012018449,19.6088261640197,22.5655237053164,11.876591423850739,10.320434823168265
12,PH015506000,2013306N07162,35,4.891801803297465,461.5517483230532,21.86091515982269,25.157191722371063,13.24062722230056,11.505744820959311
13,PH015507000,2013306N07162,42,5.225091072654067,446.78927272421225,23.350347629505457,26.87120680012035,14.142740421115974,12.289656647108135
14,PH015508000,2013306N07162,115,4.570704021207078,455.7273879217992,20.425965083236697,23.50587411170441,12.371512690370745,10.750507938545631
15,PH015509000,2013306N07162,23,5.274665789281686,438.6079573856592,23.571891493677978,27.126155937663604,14.276924177717687,12.406258680883147
16,PH015510000,2013306N07162,23,5.3792087076135005,437.2730970668104,24.039082103622874,27.663791423614164,14.559890222954822,12.652148475590986
17,PH015511000,2013306N07162,117,5.5200964990369945,429.26611494270026,24.668693886603876,28.38833859921582,14.941230841692537,12.983523098212567
18,PH015512000,2013306N07162,34,4.901062526770799,460.156196727529,21.902300297305707,25.20481707705111,13.265693198447954,11.527526472266162
19,PH015513000,2013306N07162,40,5.042049047530325,446.6095362301048,22.532353290647542,25.92987199048333,13.647301047622808,11.85913331086713
20,PH015514000,2013306N07162,79,4.372859319051333,466.50945397280935,19.541819236254163,22.488413203939825,11.836006949442014,10.285168019081139
21,PH015515000,2013306N07162,154,5.277218699268278,431.6775748510697,23.583300162890605,27.139284851827576,14.28383413254083,12.412263243626636
22,PH015516000,2013306N07162,85,4.976854906638657,432.8479846022587,22.241007966315397,25.594596448354583,13.470840235976096,11.705793666481789
23,PH015517000,2013306N07162,59,5.0407957714189315,447.9361741483713,22.526752539872128,25.923426736018172,13.643908808430616,11.85618554730112
24,PH015518000,2013306N07162,19,4.927312520998402,453.3192397797774,22.019608585709513,25.33981358019026,13.336743989573822,11.589267676689216
25,PH015519000,2013306N07162,136,5.135769407726483,430.0979755123655,22.951179098679088,26.41185003549634,13.900973702892811,12.079567946673205
26,PH015520000,2013306N07162,145,5.377929358858338,420.82990539445325,24.033364837118413,27.657212084710505,14.55642741300553,12.64913938795706
27,PH015521000,2013306N07162,62,5.037268577061292,442.40811224549367,22.510989902769253,25.905287345203647,13.6343617606335,11.847889422510136
28,PH015522000,2013306N07162,39,4.928306097062361,449.19812046104096,22.024048766017795,25.344923268713398,13.33943329932284,11.591604613693576
29,PH015523000,2013306N07162,186,5.149364435676852,435.65368601161947,23.011933758121366,26.481765526428106,13.937771329699002,12.111544083221771
30,PH015524000,2013306N07162,86,5.2701806211542745,440.08932777961155,23.55184777893778,27.103089951136454,14.264784184808661,12.395709357335676
31,PH015525000,2013306N07162,54,4.915604112891007,457.55432289521553,21.967285019345923,25.279600456403653,13.305052871791396,11.561728957550487
32,PH015526000,2013306N07162,18,4.814558934588247,460.0649937317133,21.515725418403626,24.759952885753876,13.031554150396778,11.32406600968612
33,PH015527000,2013306N07162,253,5.795445771834265,412.940125598914,25.899198991672204,29.804384204683114,15.686518002464798,13.631157364038003
34,PH015528000,2013306N07162,19,4.920862537575877,456.1322447191569,21.990784331160388,25.306643088806652,13.319285836214029,11.574097016400206
35,PH015529000,2013306N07162,65,4.856232154847955,465.55637164974314,21.701958379011312,24.97426679991438,13.144350947323359,11.422083357374376
36,PH015530000,2013306N07162,15,4.692971095142816,469.6214522154334,20.972362962305965,24.134660056846606,12.702452661498214,11.03808576963472
37,PH015531000,2013306N07162,43,5.358791972548405,440.1349093233181,23.947841998024607,27.55879376855151,14.504628299237638,12.604127367381373
38,PH015532000,2013306N07162,87,5.277616563484095,437.1825671535971,23.58507817357396,27.14133095810074,14.284911030579336,12.413199038723137
39,PH015533000,2013306N07162,30,4.703839311362245,466.8452353405862,21.02093180508929,24.190552304755762,12.73186963408198,11.063648318468047
40,PH015534000,2013306N07162,50,4.810829459785883,461.48645344838894,21.49905881261633,24.740773222227123,13.021459590645856,11.31529411190333
41,PH015535000,2013306N07162,61,4.782991861840105,466.9173892390627,21.374655700753596,24.597612109661164,12.94611163666377,11.249818789870316
42,PH015536000,2013306N07162,113,4.761475174591378,469.6685435581264,21.27850003186534,24.486957702938955,12.88787247523103,11.199210543087021
43,PH015537000,2013306N07162,55,4.966607656366828,460.1688328662535,22.19521415090307,25.541897657585558,13.443104030308188,11.681691658370037
44,PH015538000,2013306N07162,39,5.0340330219092255,450.7827721072552,22.496530568659157,25.888647774640102,13.625604091915845,11.840279246662716
45,PH015539000,2013306N07162,37,4.992667901961109,457.61402962081274,22.31167447388604,25.675918335673018,13.51364122930159,11.74298656520318
46,PH015540000,2013306N07162,21,5.247608286970043,444.0358762594282,23.450974541958303,26.98700664246451,14.20368770656027,12.342618179978055
47,PH015541000,2013306N07162,95,4.685681692041244,470.92355470315476,20.93978743509188,24.097172660843707,12.682722453075636,11.020940755311516
48,PH015542000,2013306N07162,74,4.8094020667832025,450.54608953251494,21.49267995292698,24.73343253246177,13.01759606971672,11.31193681732999
49,PH015543000,2013306N07162,18,4.869370095102968,464.2623777195691,21.760670364663728,25.04183161450062,13.179911376052956,11.452984402454593
50,PH015544000,2013306N07162,181,5.299735900727696,445.4521615536111,23.683927017888934,27.255084628053993,14.344781383186314,12.465224746257336
51,PH015545000,2013306N07162,47,5.4011618801035075,431.81233768753555,24.1371883762379,27.776690553925025,14.619310817855277,12.703783355914688
52,PH015546000,2013306N07162,58,5.021638157568385,453.43005237816607,22.441139306161567,25.82490439517916,13.592054944831139,11.811125950611354
53,PH015547000,2013306N07162,83,5.256640672138945,442.65468868199696,23.491339261096172,27.033457716024195,14.228135640012736,12.363862768997986
54,PH015548000,2013306N07162,18,4.909000675378328,458.8235384038419,21.937774995630214,25.245640792825053,13.287179364644766,11.546197366121165
55,PH025002000,2013306N07162,61,4.561226629067833,484.3095008868448,20.383611677717948,23.457134489646467,12.345860257708667,10.72821667248313
56,PH025007000,2013306N07162,38,4.573128957824692,485.2279774919315,20.436801853775904,23.518344894016725,12.378076260008804,10.756211501987318
57,PH025008000,2013306N07162,144,4.93030844158013,466.55872017030794,22.032997019725492,25.35522077604368,13.34485304002299,11.596314220908155
58,PH025010000,2013306N07162,19,4.336048627904991,493.83043366366024,19.377316374428858,22.299105940105612,11.736371547424007,10.198587565488873
59,PH025012000,2013306N07162,83,4.616750562116435,479.054783614289,20.631741924715477,23.742678811565277,12.496146742929092,10.858811539323936
60,PH025015000,2013306N07162,300,5.250707177265992,451.5117386920502,23.46482313611101,27.00294338324768,14.212075464867201,12.349906913742638
61,PH025706000,2013306N07162,238,4.7317452550075,476.90374232659883,21.145640346239194,24.334064900463158,12.807402579191137,11.129284392757471
62,PH030801000,2013306N07162,117,9.250053849115313,316.1707054139798,41.33745612567384,47.570483736194774,25.03709670326041,21.756555855617812
