,adm3_pcode,storm_id,value_count,v_max,dis_track_min,vmax_gust,vmax_gust_mph,vmax_sust_mph,vmax_sust
0,PH012802000,2014334N02156,22,4.705234743524313,494.31964625892476,21.027167835356437,24.197728628705157,12.735646646686925,11.066930439661283
1,PH012803000,2014334N02156,73,5.7503270686539265,456.13308550379077,25.69756855323504,29.57235111916289,15.564395325875205,13.525036080650022
2,PH012805000,2014334N02156,187,5.649614801713519,461.6592914561935,25.247496695938292,29.054415620119048,15.291797694799499,13.288156155756997
3,PH012807000,2014334N02156,115,5.354409407728357,481.5567969736565,23.928256805989864,27.53625544262438,14.492766022433884,12.593819371573614
4,PH012808000,2014334N02156,30,5.510866644049925,468.3250380222413,24.627446696933646,28.34087199267365,14.916248417196659,12.961814051017708
5,PH012809000,2014334N02156,143,5.619177011860966,465.4514286925888,25.11147361724965,28.89788243547331,15.209411808143846,13.216565061710343
6,PH012811000,2014334N02156,69,5.686982842998262,460.67232568960736,25.414490293198067,29.246589182477205,15.392941674988004,13.376047522735826
7,PH012812000,2014334N02156,78,5.284384908599708,483.262091980645,23.615325150923912,27.17613869614152,14.303230892706067,12.42911850048627
8,PH012813000,2014334N02156,99,5.704066623877636,460.25797660780637,25.490835799297937,29.33444637052511,15.439182300276375,13.416229368051546
9,PH012814000,2014334N02156,697,5.979541112699135,444.57731170559356,26.721900480774387,30.751135927578122,16.184808382935856,14.064158147775993
10,PH012816000,2014334N02156,52,5.43555240538586,473.24401301878447,24.29087578748839,27.953551570121142,14.712395563221653,12.784671467099152
11,PH012817000,2014334N02156,1,4.273352423391757,499.4056068151504,19.097134048402733,21.976676597988522,11.56667189367817,10.051123183369858
12,PH012818000,2014334N02156,62,5.329310728965913,482.0762280698259,23.81609361763674,27.40717983837987,14.424831493884144,12.534786114545652
13,PH012819000,2014334N02156,105,5.729403271499995,456.6829882623668,25.604062443871594,29.46474578318901,15.507760938520532,13.475822338879786
14,PH012820000,2014334N02156,25,5.360027587777237,478.241215787298,23.953363824291053,27.565148197953345,14.50797273576492,12.607033591732135
15,PH012821000,2014334N02156,46,5.377438689761542,477.73405308758333,24.031172091801267,27.654688708450248,14.555099320236973,12.647985311474352
16,PH012822000,2014334N02156,111,5.534385446111514,470.7184614106738,24.732549593004062,28.461822725416965,14.979906697587877,13.017131364738981
17,PH012823000,2014334N02156,127,5.223215312860622,487.94620642157867,23.341965068773526,26.86156028322406,14.13766330696003,12.285244773038698
18,PH012901000,2014334N02156,485,8.450520532737483,340.26172729541673,37.76443115458743,43.4587037137536,22.87300195460716,19.87601639715128
19,PH012902000,2014334N02156,82,7.342444317002172,380.24295666391527,32.81256247371029,37.76017239070165,19.873774942474554,17.269769723005417
20,PH012903000,2014334N02156,162,6.4645706384256405,418.74155390753714,28.889443185543985,33.24550942437174,17.497636539143024,15.20497009765473
21,PH012904000,2014334N02156,74,7.111313302048676,390.51456491241373,31.77966381757583,36.57152912795708,19.248173225240567,16.726138851355703
22,PH012905000,2014334N02156,218,6.042551091962157,440.1286774096488,27.00348503106475,31.075178926964146,16.355357329981132,14.212360542665659
23,PH012906000,2014334N02156,417,7.478814234642684,374.7490779119944,33.42198438403415,38.46148538358165,20.242887043990343,17.59051809686008
24,PH012907000,2014334N02156,55,6.405204772409263,420.25202617258424,28.62414376979525,32.94020709750072,17.336951103947744,15.065338826208027
25,PH012908000,2014334N02156,736,8.440559644046417,343.61080893875004,37.71991705705284,43.40747760186218,22.846040843085362,19.852587924764652
26,PH012909000,2014334N02156,84,7.515655297119451,373.996398804659,33.5866229719384,38.650948838817946,20.342604652009445,17.677169985230734
27,PH012910000,2014334N02156,251,7.727462009220724,367.2121477676827,34.5331634798563,39.74021252501737,20.91590132895651,18.17534919992437
28,PH012911000,2014334N02156,77,7.243224060686306,385.0072476098414,32.36915824502815,37.24990989208643,19.60521573267707,17.03639907633061
29,PH012912000,2014334N02156,148,6.236710705007947,429.75277004593113,27.871162626955265,32.07368843461464,16.88088864979718,14.669032961555404
30,PH012913000,2014334N02156,127,6.855792060128334,401.5327256924197,30.63776796492952,35.257453633771014,18.556554544090005,16.12514103417343
31,PH012914000,2014334N02156,188,6.824944059243422,402.2338808193816,30.499911699015268,35.09881084656927,18.47305834029962,16.052585104744878
32,PH012915000,2014334N02156,505,7.94005836004152,360.65897582447644,35.48323279489856,40.83353710604803,21.49133531897265,18.67538568152556
33,PH012916000,2014334N02156,174,7.692774335336169,367.81125124877695,34.37814814473567,39.561823355258156,20.822012292241137,18.09376218143983
34,PH012917000,2014334N02156,390,7.474681460029469,377.75316764519454,33.403515476497205,38.44023166001094,20.23170087368997,17.580797619209058
35,PH012918000,2014334N02156,75,7.078217631750111,391.23546680454257,31.631762968431314,36.401327194935156,19.158593260492186,16.648296299174376
36,PH012919000,2014334N02156,52,6.321342952590803,424.98274522921685,28.24937467613248,32.508928815143115,17.109962534285852,14.86809193480657
37,PH012920000,2014334N02156,141,6.151445776587703,434.6121983812012,27.49012319787479,31.635194350488742,16.650102289730917,14.468485893618311
38,PH012921000,2014334N02156,52,6.292056259686418,425.7481915234701,28.118495720966518,32.35831540561921,17.03069231874695,14.799208274192903
39,PH012922000,2014334N02156,58,6.552082056407268,413.9934653461444,29.28052192522689,33.695556586661986,17.734503466664208,15.410801013277311
40,PH012923000,2014334N02156,55,6.405204772409263,420.25202617258424,28.62414376979525,32.94020709750072,17.336951103947744,15.065338826208027
41,PH012924000,2014334N02156,275,7.905698308459404,358.2580438527783,35.32968156720626,40.65683280771378,21.398333056691467,18.59456924589803
42,PH012925000,2014334N02156,88,7.6181040619748295,369.2568776600701,34.04445504420722,39.17781466920575,20.619902457476712,17.918134233793275
43,PH012926000,2014334N02156,216,7.078217631750111,391.23546680454257,31.631762968431314,36.401327194935156,19.158593260492186,16.648296299174376
44,PH012927000,2014334N02156,158,7.208932328469408,385.7384421977439,32.21591232893817,37.07355694146378,19.51239839024409,16.955743331020088
45,PH012928000,2014334N02156,52,6.321342952590803,424.98274522921685,28.24937467613248,32.508928815143115,17.109962534285852,14.86809193480657
46,PH012929000,2014334N02156,359,8.023409348417763,356.1700676290784,35.85571903997746,41.262188322746304,21.716941222498054,18.871431073672348
47,PH012930000,2014334N02156,79,5.831578826952904,451.16410215310674,26.060673573876517,29.9902065727361,15.784319248808474,13.716143986250799
48,PH012931000,2014334N02156,306,8.946300619676085,323.74845014637884,39.98001691507111,46.00836439110173,24.21492862689565,21.042114165826906
49,PH012932000,2014334N02156,470,8.176308358286382,350.650399084724,36.539007614855045,42.04850589244683,22.13079257497202,19.231056639397394
50,PH012933000,2014334N02156,195,8.205751179360917,347.25989808576134,36.670584289352036,42.19992222622394,22.21048538222313,19.3003075207116
51,PH012934000,2014334N02156,55,6.405204772409263,420.25202617258424,28.62414376979525,32.94020709750072,17.336951103947744,15.065338826208027
52,PH013301000,2014334N02156,117,10.14996824817211,283.45814702189983,45.35907292863228,52.19849606807901,27.472892667410008,23.873196278227518
53,PH013302000,2014334N02156,231,9.960314844341982,288.91272219222196,44.51153307775212,51.2231607554875,26.959558292361848,23.427122672501117
54,PH013303000,2014334N02156,210,8.735990337113028,327.09549077499094,39.04016378339882,44.92679643058902,23.645682331888956,20.547454622841485
55,PH013304000,2014334N02156,433,9.362184950189045,308.8237883245601,41.83855747563001,48.14714315969206,25.340601662995816,22.02029340822632
56,PH013305000,2014334N02156,206,8.628710859210143,331.6208058439485,38.56074379478763,44.37508757115413,23.35530924797586,20.295128313046124
57,PH013306000,2014334N02156,100,8.31269373951341,342.58154946709504,37.148498630217595,42.74989841030072,22.499946531737223,19.55184138432505
58,PH013307000,2014334N02156,336,9.592413050204925,299.83237968468654,42.86742110589027,49.33114297915991,25.963759462715743,22.561800582047514
59,PH013308000,2014334N02156,111,9.541884505935178,303.34152394914514,42.641614692661165,49.07128856829856,25.82699398331503,22.442955101400614
60,PH013309000,2014334N02156,115,9.774486091241933,294.3708646859451,43.68108516323574,50.267494570051326,26.4565760895007,22.990044822755657
61,PH013310000,2014334N02156,103,8.417342117301649,338.02072311031174,37.61616052667867,43.288076245240646,22.78319802381087,19.79797922456772
62,PH013311000,2014334N02156,445,9.660125524001685,298.8002700275423,43.17002057832493,49.6793696150291,26.147036639489002,22.721063462276277
63,PH013312000,2014334N02156,117,10.300151052950108,281.4390197154937,46.030223086740264,52.9708449417919,27.87939207462732,24.226433203547508
64,PH013313000,2014334N02156,356,10.704167972188396,270.50595677680036,47.83572951356393,55.04859287702265,28.972943619485605,25.176699743981015
65,PH013314000,2014334N02156,327,9.239259243216745,310.7308704253624,41.28921623918187,47.514970045927384,25.00787897154073,21.731166441674667
66,PH013315000,2014334N02156,425,9.067633040405934,319.01518475102915,40.52223793349488,46.63234367177959,24.54333877462084,21.32749364920783
67,PH013316000,2014334N02156,108,8.90030794555153,321.6373625715601,39.774480798229156,45.77183671330497,24.09044037542367,20.93393726222587
