fpr,tpr,thresholds,auc
0.0,0.0,1.95055665937933,0.7710202788339671
0.0,0.0038022813688212928,0.95055665937933,0.7710202788339671
0.0033333333333333335,0.0038022813688212928,0.9445599113948374,0.7710202788339671
0.0033333333333333335,0.030418250950570342,0.896126088105129,0.7710202788339671
0.006666666666666667,0.030418250950570342,0.8896570608660281,0.7710202788339671
0.006666666666666667,0.07224334600760456,0.8522313155183521,0.7710202788339671
0.01,0.07224334600760456,0.8508402431406878,0.7710202788339671
0.01,0.07984790874524715,0.8442981067269151,0.7710202788339671
0.016666666666666666,0.07984790874524715,0.8366494531858184,0.7710202788339671
0.016666666666666666,0.08365019011406843,0.8298078743035852,0.7710202788339671
0.02,0.08365019011406843,0.8256079773111705,0.7710202788339671
0.02,0.11406844106463879,0.7901000506422562,0.7710202788339671
0.02666666666666667,0.11406844106463879,0.7841749892174754,0.7710202788339671
0.02666666666666667,0.13688212927756654,0.7625521091061949,0.7710202788339671
0.03,0.13688212927756654,0.7612654199474208,0.7710202788339671
0.03,0.1482889733840304,0.7418612696023013,0.7710202788339671
0.03333333333333333,0.1482889733840304,0.7401215951989218,0.7710202788339671
0.03333333333333333,0.1520912547528517,0.7385557450906113,0.7710202788339671
0.03666666666666667,0.1520912547528517,0.7366007579728233,0.7710202788339671
0.03666666666666667,0.155893536121673,0.7352990943499575,0.7710202788339671
0.04,0.155893536121673,0.7341293430028065,0.7710202788339671
0.04,0.1596958174904943,0.7317227603922352,0.7710202788339671
0.04666666666666667,0.1596958174904943,0.7285978082389206,0.7710202788339671
0.04666666666666667,0.16730038022813687,0.727225528596418,0.7710202788339671
0.05,0.16730038022813687,0.7262737905739938,0.7710202788339671
0.05,0.17870722433460076,0.72226225531943,0.7710202788339671
0.056666666666666664,0.17870722433460076,0.7171256921110564,0.7710202788339671
0.056666666666666664,0.19011406844106463,0.7082928762719752,0.7710202788339671
0.06,0.19011406844106463,0.705762219801914,0.7710202788339671
0.06,0.19771863117870722,0.7030879974737555,0.7710202788339671
0.06333333333333334,0.19771863117870722,0.7028164593019958,0.7710202788339671
0.06333333333333334,0.21292775665399238,0.6950418046357127,0.7710202788339671
0.06666666666666667,0.21292775665399238,0.6937400803128242,0.7710202788339671
0.06666666666666667,0.23193916349809887,0.6878725940562591,0.7710202788339671
0.07,0.23193916349809887,0.6849822882392463,0.7710202788339671
0.07,0.23574144486692014,0.6841887252776536,0.7710202788339671
0.07666666666666666,0.23574144486692014,0.6810448735040506,0.7710202788339671
0.07666666666666666,0.24334600760456274,0.6792678145089551,0.7710202788339671
0.08,0.24334600760456274,0.6744467041446043,0.7710202788339671
0.08,0.2623574144486692,0.6654148578964695,0.7710202788339671
0.08333333333333333,0.2661596958174905,0.6648130445325616,0.7710202788339671
0.08333333333333333,0.26996197718631176,0.6644884757826539,0.7710202788339671
0.09,0.26996197718631176,0.6593706994982763,0.7710202788339671
0.09,0.29277566539923955,0.6528537236396689,0.7710202788339671
0.10333333333333333,0.29277566539923955,0.6499689119249041,0.7710202788339671
0.10333333333333333,0.30038022813688214,0.6494268116592103,0.7710202788339671
0.10666666666666667,0.30038022813688214,0.6451885918162316,0.7710202788339671
0.10666666666666667,0.30798479087452474,0.6418491114266978,0.7710202788339671
0.11,0.30798479087452474,0.6382608405716016,0.7710202788339671
0.11,0.311787072243346,0.6373605017985782,0.7710202788339671
0.11333333333333333,0.311787072243346,0.6350850465335215,0.7710202788339671
0.11333333333333333,0.33079847908745247,0.6296748073022409,0.7710202788339671
0.12,0.33079847908745247,0.6281001449263686,0.7710202788339671
0.12,0.33460076045627374,0.6276538173607082,0.7710202788339671
0.12333333333333334,0.33460076045627374,0.6262791018682594,0.7710202788339671
0.12333333333333334,0.34220532319391633,0.6246901748287764,0.7710202788339671
0.12666666666666668,0.34220532319391633,0.6229226868586981,0.7710202788339671
0.12666666666666668,0.3650190114068441,0.611330128195251,0.7710202788339671
0.13,0.3650190114068441,0.6079689673504394,0.7710202788339671
0.13,0.376425855513308,0.6052740834258943,0.7710202788339671
0.13333333333333333,0.376425855513308,0.604211517790709,0.7710202788339671
0.13333333333333333,0.38022813688212925,0.6030393982891298,0.7710202788339671
0.13666666666666666,0.38022813688212925,0.601620126952643,0.7710202788339671
0.13666666666666666,0.39543726235741444,0.596201325525477,0.7710202788339671
0.14,0.39543726235741444,0.5959941253839092,0.7710202788339671
0.14,0.39923954372623577,0.5941105037189899,0.7710202788339671
0.14333333333333334,0.39923954372623577,0.5918623113617741,0.7710202788339671
0.14333333333333334,0.4144486692015209,0.5869739425108572,0.7710202788339671
0.15,0.4144486692015209,0.5866087950467509,0.7710202788339671
0.15,0.4220532319391635,0.5857292997023472,0.7710202788339671
0.15666666666666668,0.4220532319391635,0.5835548708408982,0.7710202788339671
0.15666666666666668,0.4296577946768061,0.5819956029890282,0.7710202788339671
0.16666666666666666,0.4296577946768061,0.5798818353254231,0.7710202788339671
0.16666666666666666,0.43346007604562736,0.5752517399457807,0.7710202788339671
0.18666666666666668,0.43346007604562736,0.5684132981245534,0.7710202788339671
0.18666666666666668,0.4448669201520912,0.5661925728729256,0.7710202788339671
0.19,0.4448669201520912,0.5647838760600608,0.7710202788339671
0.19,0.4524714828897338,0.5639677593458668,0.7710202788339671
0.19333333333333333,0.4524714828897338,0.5637303693549596,0.7710202788339671
0.19333333333333333,0.45627376425855515,0.560527796149267,0.7710202788339671
0.2,0.45627376425855515,0.5574009411771587,0.7710202788339671
0.2,0.46387832699619774,0.5552972146744406,0.7710202788339671
0.20333333333333334,0.46387832699619774,0.5530958259891462,0.7710202788339671
0.20333333333333334,0.4790874524714829,0.544133721445261,0.7710202788339671
0.21333333333333335,0.4790874524714829,0.5367055313349373,0.7710202788339671
0.21333333333333335,0.49429657794676807,0.5354810675230105,0.7710202788339671
0.21666666666666667,0.49429657794676807,0.5332375637677582,0.7710202788339671
0.21666666666666667,0.5019011406844106,0.5316362942069148,0.7710202788339671
0.22,0.5019011406844106,0.5311687522881556,0.7710202788339671
0.22,0.5057034220532319,0.5298725170939383,0.7710202788339671
0.22333333333333333,0.5057034220532319,0.5282233112576393,0.7710202788339671
0.22333333333333333,0.5095057034220533,0.5278516656450664,0.7710202788339671
0.22666666666666666,0.5095057034220533,0.5268992747864939,0.7710202788339671
0.22666666666666666,0.5475285171102662,0.5147566971843297,0.7710202788339671
0.23,0.5475285171102662,0.5137162066344851,0.7710202788339671
0.23,0.55893536121673,0.5118307409065015,0.7710202788339671
0.23333333333333334,0.55893536121673,0.5113802324532518,0.7710202788339671
0.23333333333333334,0.5627376425855514,0.5113717329872876,0.7710202788339671
0.23666666666666666,0.5627376425855514,0.5104317719706708,0.7710202788339671
0.23666666666666666,0.5703422053231939,0.5085970948575133,0.7710202788339671
0.24,0.5703422053231939,0.5070322902372997,0.7710202788339671
0.24,0.6159695817490495,0.4849271341993783,0.7710202788339671
0.24333333333333335,0.6159695817490495,0.4845022152865952,0.7710202788339671
0.24333333333333335,0.6197718631178707,0.48426795296077263,0.7710202788339671
0.24666666666666667,0.6197718631178707,0.4804848607474297,0.7710202788339671
0.24666666666666667,0.6463878326996197,0.4661292312958565,0.7710202788339671
0.25,0.6463878326996197,0.4646992635959623,0.7710202788339671
0.25,0.6615969581749049,0.45605460334027936,0.7710202788339671
0.26,0.6615969581749049,0.45219472463779925,0.7710202788339671
0.26,0.6653992395437263,0.4519571778560333,0.7710202788339671
0.26666666666666666,0.6653992395437263,0.4490588734788733,0.7710202788339671
0.26666666666666666,0.6806083650190115,0.4415481879222902,0.7710202788339671
0.2733333333333333,0.6806083650190115,0.4353775580367526,0.7710202788339671
0.2733333333333333,0.6844106463878327,0.435186573878198,0.7710202788339671
0.2966666666666667,0.6844106463878327,0.4196138152153514,0.7710202788339671
0.2966666666666667,0.6920152091254753,0.416486464796193,0.7710202788339671
0.3,0.6920152091254753,0.4149584425910797,0.7710202788339671
0.3,0.7072243346007605,0.408115523651993,0.7710202788339671
0.30666666666666664,0.7072243346007605,0.4031238625410745,0.7710202788339671
0.30666666666666664,0.7224334600760456,0.39748333400451524,0.7710202788339671
0.31333333333333335,0.7224334600760456,0.39692074546774087,0.7710202788339671
0.31333333333333335,0.7262357414448669,0.3967060147267471,0.7710202788339671
0.31666666666666665,0.7262357414448669,0.39641788900300423,0.7710202788339671
0.31666666666666665,0.7338403041825095,0.3914838719854392,0.7710202788339671
0.32,0.7338403041825095,0.389414298761663,0.7710202788339671
0.32,0.7376425855513308,0.38923590094830235,0.7710202788339671
0.3233333333333333,0.7376425855513308,0.3884801071086212,0.7710202788339671
0.3233333333333333,0.7566539923954373,0.37430927723246316,0.7710202788339671
0.32666666666666666,0.7566539923954373,0.371172664899388,0.7710202788339671
0.32666666666666666,0.779467680608365,0.36572260266777346,0.7710202788339671
0.33,0.779467680608365,0.36533455138804427,0.7710202788339671
0.33,0.7832699619771863,0.3647152396529377,0.7710202788339671
0.3333333333333333,0.7832699619771863,0.3610602451094063,0.7710202788339671
0.3333333333333333,0.7870722433460076,0.3604569007794563,0.7710202788339671
0.34,0.7870722433460076,0.3566642441096035,0.7710202788339671
0.34,0.8022813688212928,0.3472535851180084,0.7710202788339671
