typhoon,mun_code,maximum_24h
ketsana2009,PH104306000,0.9222656249999998
ketsana2009,PH126502000,2.4267857142857143
ketsana2009,PH072218000,1.2583333333333335
ketsana2009,PH118201000,0.6437499999999999
ketsana2009,PH036905000,5.293055555555556
ketsana2009,PH063015000,0.8971354166666669
ketsana2009,PH104206000,2.982291666666667
ketsana2009,PH175905000,4.4026041666666655
ketsana2009,PH148102000,1.9245192307692305
ketsana2009,PH072219000,1.09375
ketsana2009,PH175906000,3.0364583333333335
ketsana2009,PH023109000,4.111309523809525
ketsana2009,PH072220000,1.0451388888888895
ketsana2009,PH071215000,1.0458333333333336
ketsana2009,PH175309000,2.689833333333334
ketsana2009,PH071216000,1.0083333333333335
ketsana2009,PH166808000,0.5930555555555553
ketsana2009,PH129804000,1.531666666666667
ketsana2009,PH061901000,0.6662499999999999
ketsana2009,PH041009000,10.530208333333333
ketsana2009,PH087805000,0.8442708333333334
ketsana2009,PH060606000,1.9437500000000005
ketsana2009,PH175322000,1.9854166666666673
ketsana2009,PH012808000,2.3119791666666667
ketsana2009,PH034906000,4.691666666666666
ketsana2009,PH175310000,1.1454427083333332
ketsana2009,PH072221000,0.6395833333333334
ketsana2009,PH051603000,10.075000000000001
ketsana2009,PH083717000,0.30937500000000007
ketsana2009,PH071217000,0.9254166666666669
ketsana2009,PH140105000,2.8048611111111117
ketsana2009,PH015518000,2.7781249999999997
ketsana2009,PH072222000,1.738020833333333
ketsana2009,PH101302000,0.9941666666666668
ketsana2009,PH071218000,0.9947916666666666
ketsana2009,PH072223000,1.3705729166666665
ketsana2009,PH101303000,0.7578125
ketsana2009,PH140106000,2.279513888888889
ketsana2009,PH061902000,0.8500000000000001
ketsana2009,PH166707000,0.19652777777777777
ketsana2009,PH097201000,3.5429924242424238
ketsana2009,PH050503000,2.5934027777777775
ketsana2009,PH086006000,1.1483333333333332
ketsana2009,PH015519000,1.5946759259259258
ketsana2009,PH153828000,2.3598958333333333
ketsana2009,PH153831000,2.4354166666666663
ketsana2009,PH153830000,3.0460648148148146
ketsana2009,PH153835000,3.2447916666666665
ketsana2009,PH153807000,1.8465277777777775
ketsana2009,PH153805000,3.059166666666668
ketsana2009,PH153806000,2.0000000000000004
ketsana2009,PH153836000,1.9093750000000005
ketsana2009,PH153826000,1.9625000000000001
ketsana2009,PH153827000,2.5895833333333336
ketsana2009,PH074609000,1.9091666666666667
ketsana2009,PH071219000,1.141145833333333
ketsana2009,PH112402000,0.6348118279569894
ketsana2009,PH166708000,0.22291666666666662
ketsana2009,PH051712000,9.165885416666667
ketsana2009,PH023118000,8.335069444444441
ketsana2009,PH025006000,3.958333333333334
ketsana2009,PH025703000,4.058854166666666
ketsana2009,PH037703000,4.036250000000001
ketsana2009,PH054108000,1.080555555555556
ketsana2009,PH097305000,1.1390625
ketsana2009,PH071220000,1.2229166666666667
ketsana2009,PH168503000,0.27708333333333335
ketsana2009,PH037704000,5.853749999999999
ketsana2009,PH030804000,4.9513888888888875
ketsana2009,PH023110000,3.2063596491228066
ketsana2009,PH097306000,1.7770833333333336
ketsana2009,PH037705000,7.952500000000001
ketsana2009,PH063016000,0.9180555555555557
ketsana2009,PH012809000,2.4716666666666662
ketsana2009,PH037706000,5.751136363636363
ketsana2009,PH098303000,1.5590277777777775
ketsana2009,PH097202000,3.164583333333333
ketsana2009,PH153624000,0.8395833333333331
ketsana2009,PH023111000,3.601136363636364
ketsana2009,PH045615000,13.752604166666666
ketsana2009,PH082606000,0.9023809523809522
ketsana2009,PH140107000,2.2416666666666667
ketsana2009,PH101304000,0.7177083333333333
ketsana2009,PH118601000,1.0174999999999994
ketsana2009,PH104217000,2.045138888888889
ketsana2009,PH031424000,9.451805555555557
ketsana2009,PH056207000,3.0556547619047625
ketsana2009,PH063017000,1.0953124999999997
ketsana2009,PH071221000,0.6421875
ketsana2009,PH083718000,0.5510416666666667
ketsana2009,PH074610000,1.5984375
ketsana2009,PH061903000,0.9671874999999996
ketsana2009,PH097307000,2.2958333333333334
ketsana2009,PH012810000,5.127083333333332
ketsana2009,PH063018000,1.7119791666666668
ketsana2009,PH072224000,2.097916666666667
ketsana2009,PH175311000,2.0168055555555555
ketsana2009,PH061904000,0.6389880952380952
ketsana2009,PH097308000,1.8052083333333329
ketsana2009,PH025007000,5.162121212121213
ketsana2009,PH025008000,5.410069444444445
ketsana2009,PH023112000,4.0613636363636365
ketsana2009,PH175312000,1.2571078431372549
ketsana2009,PH021512000,3.7283333333333335
ketsana2009,PH064508000,1.6182291666666666
ketsana2009,PH076101000,1.2687500000000003
ketsana2009,PH133908000,10.154166666666665
ketsana2009,PH054109000,1.5510416666666667
ketsana2009,PH126503000,3.0544270833333336
ketsana2009,PH160303000,0.6038949275362319
ketsana2009,PH063019000,0.5729166666666669
ketsana2009,PH043408000,17.204166666666666
ketsana2009,PH175916000,2.4687500000000004
ketsana2009,PH148103000,2.3958333333333335
ketsana2009,PH035406000,5.607638888888888
ketsana2009,PH034907000,7.308101851851848
ketsana2009,PH051713000,4.151041666666666
ketsana2009,PH012909000,2.1354166666666665
ketsana2009,PH084807000,2.0050000000000003
ketsana2009,PH023113000,4.813541666666667
ketsana2009,PH153609000,1.1848958333333337
ketsana2009,PH086007000,1.340740740740741
ketsana2009,PH051714000,5.128125000000001
ketsana2009,PH071222000,0.7675000000000001
ketsana2009,PH174003000,6.768750000000002
ketsana2009,PH021513000,2.7779166666666666
ketsana2009,PH042123000,12.130729166666667
ketsana2009,PH153819000,2.1358333333333333
ketsana2009,PH042107000,8.017708333333333
ketsana2009,PH045616000,8.242083333333332
ketsana2009,PH166710000,0.16708333333333328
ketsana2009,PH082607000,1.025
ketsana2009,PH034909000,6.11208333333333
ketsana2009,PH045617000,12.701884920634923
ketsana2009,PH126303000,1.9034722222222225
ketsana2009,PH034910000,7.823076923076923
ketsana2009,PH036906000,4.887152777777778
ketsana2009,PH071226000,1.029513888888889
ketsana2009,PH166711000,0.13541666666666663
ketsana2009,PH052005000,2.6112500000000005
ketsana2009,PH072225000,1.9229166666666666
ketsana2009,PH104308000,0.5598484848484847
ketsana2009,PH082608000,0.7387499999999999
ketsana2009,PH104309000,2.2468749999999997
ketsana2009,PH128002000,1.6416666666666664
ketsana2009,PH175206000,6.038541666666666
ketsana2009,PH051715000,4.0125
ketsana2009,PH097225000,1.8295138888888889
ketsana2009,PH021514000,2.5485576923076922
ketsana2009,PH112506000,0.20624999999999996
ketsana2009,PH012910000,1.9864583333333334
ketsana2009,PH035407000,6.550000000000001
ketsana2009,PH056208000,1.795416666666667
ketsana2009,PH031408000,7.708333333333332
ketsana2009,PH034911000,5.245833333333333
ketsana2009,PH063020000,1.8291666666666673
ketsana2009,PH045618000,8.78375
ketsana2009,PH071223000,0.6541666666666667
ketsana2009,PH153825000,2.697083333333333
ketsana2009,PH050504000,2.7836805555555557
ketsana2009,PH101802000,0.37916666666666665
ketsana2009,PH097343000,2.2006944444444447
ketsana2009,PH082609000,1.2834935897435897
ketsana2009,PH045619000,10.461607142857142
ketsana2009,PH097223000,2.039351851851852
ketsana2009,PH150710000,1.0354166666666667
ketsana2009,PH150712000,2.242447916666667
ketsana2009,PH156606000,0.9714285714285715
ketsana2009,PH031409000,7.266145833333333
ketsana2009,PH112404000,0.703125
ketsana2009,PH060608000,2.343402777777778
ketsana2009,PH030805000,4.809166666666668
ketsana2009,PH082610000,0.8906250000000003
ketsana2009,PH083719000,0.740476190476191
ketsana2009,PH086008000,0.7773437500000003
ketsana2009,PH166809000,0.39606481481481487
ketsana2009,PH083720000,0.852083333333333
ketsana2009,PH142709000,2.603125
ketsana2009,PH064511000,0.9078125
ketsana2009,PH064512000,2.6635416666666667
ketsana2009,PH086403000,0.6473958333333333
ketsana2009,PH086404000,0.4270833333333333
ketsana2009,PH142702000,2.3210937499999997
ketsana2009,PH037105000,2.6616666666666675
ketsana2009,PH041010000,8.946354166666666
ketsana2009,PH060406000,2.039285714285715
ketsana2009,PH063021000,2.016666666666666
ketsana2009,PH021515000,3.584375000000001
ketsana2009,PH023114000,4.837847222222224
ketsana2009,PH103504000,1.936217948717948
ketsana2009,PH064513000,1.8028409090909092
ketsana2009,PH063022000,1.3276041666666667
ketsana2009,PH098304000,1.3427083333333334
ketsana2009,PH101305000,0.8312500000000002
ketsana2009,PH042109000,9.784027777777778
ketsana2009,PH071224000,0.80625
ketsana2009,PH156601000,0.8947916666666668
ketsana2009,PH042110000,9.541145833333333
ketsana2009,PH015520000,1.7651785714285715
ketsana2009,PH045620000,16.165509259259252
ketsana2009,PH104310000,2.4625
ketsana2009,PH083721000,0.8437499999999999
ketsana2009,PH133909000,10.154166666666665
ketsana2009,PH098305000,1.7350694444444443
ketsana2009,PH051716000,3.1333333333333333
ketsana2009,PH056209000,1.2809027777777773
ketsana2009,PH083722000,0.8500000000000001
ketsana2009,PH064514000,1.2715277777777783
