typhoon,mun_code,pre_max_6h,pre_max_24h,during_total_rainfall,during_max_rainfall,during_mean_rainfall,during_max_1h_intensity,during_max_3h_intensity,during_max_6h_intensity,post_max_6h,post_max_24h
meari2011,PH101801000,30.46666666666667,47.266666666666666,7.733333333333333,1.6666666666666667,1.1047619047619048,2.966666666666667,7.0,,24.5,36.93333333333333
meari2011,PH112505000,17.172727272727272,35.95454545454545,0.5727272727272726,0.1181818181818182,0.0818181818181818,0.2181818181818182,0.4909090909090908,,10.563636363636363,12.745454545454544
meari2011,PH071213000,24.34,56.74,6.62,1.36,0.9457142857142857,2.58,5.58,,21.94,42.48
meari2011,PH072216000,30.849999999999998,64.25,1.9749999999999999,0.55,0.28214285714285714,0.95,1.55,,20.925,49.375
meari2011,PH084806000,38.262499999999996,71.25,19.3375,3.2375,2.7624999999999997,6.300000000000001,17.125,,47.6375,102.6
meari2011,PH064507000,11.766666666666667,17.17777777777778,3.922222222222222,1.7,0.5603174603174603,1.9666666666666666,3.7666666666666666,,21.866666666666667,40.86666666666667
meari2011,PH043407000,29.85,51.4,31.425000000000004,5.925,4.489285714285715,11.1,29.424999999999997,,48.575,133.3
meari2011,PH042105000,85.88000000000001,115.54,11.879999999999999,3.0,1.697142857142857,5.84,11.18,,121.3,285.26
meari2011,PH054106000,17.46666666666667,28.788888888888888,11.8,1.933333333333333,1.6857142857142857,3.8111111111111104,10.077777777777778,,42.31111111111111,84.67777777777778
meari2011,PH072217000,24.6125,49.85,7.0125,1.2625,1.0017857142857143,2.5,6.025,,20.3875,59.362500000000004
meari2011,PH012908000,23.525000000000002,41.45,3.325,1.7,0.47500000000000003,2.4,3.15,,120.7,279.9
meari2011,PH015503000,52.383333333333326,129.63333333333333,33.16666666666667,7.4,4.738095238095239,14.066666666666666,30.033333333333335,,218.88333333333333,640.6333333333333
meari2011,PH045802000,24.25714285714286,38.22857142857143,25.000000000000004,5.114285714285715,3.571428571428572,10.157142857142858,23.085714285714285,,84.8,220.64285714285714
meari2011,PH030803000,142.575,224.5,2.9749999999999996,0.725,0.42499999999999993,1.4249999999999998,2.675,,128.15,377.47499999999997
meari2011,PH012805000,29.883333333333333,38.300000000000004,2.1499999999999995,1.4166666666666663,0.30714285714285705,1.9999999999999996,2.1166666666666663,,129.0,251.25
meari2011,PH074606000,7.321428571428571,12.357142857142856,3.2714285714285714,1.1428571428571428,0.4673469387755102,2.0428571428571427,3.164285714285714,,15.692857142857143,34.278571428571425
meari2011,PH083708000,56.64,95.13,4.3999999999999995,1.0699999999999998,0.6285714285714284,1.8299999999999998,4.01,,27.869999999999997,47.51
meari2011,PH160301000,19.16,32.449999999999996,6.300000000000001,1.24,0.9000000000000001,2.2800000000000002,5.24,,4.449999999999999,9.24
meari2011,PH043403000,35.5,65.85,25.95,5.6,3.707142857142857,9.75,23.9,,118.35,218.45
meari2011,PH166803000,22.299999999999997,30.045454545454543,0.3545454545454543,0.2,0.05064935064935061,0.2636363636363636,0.28181818181818163,,10.618181818181817,11.654545454545454
meari2011,PH072211000,25.725,51.95,1.0,0.75,0.14285714285714285,0.925,1.0,,16.25,40.525
meari2011,PH082604000,25.80666666666667,66.0,15.02,2.986666666666667,2.1457142857142855,5.673333333333334,13.753333333333334,,32.39333333333333,85.72
meari2011,PH160203000,20.375,52.65,8.825000000000001,1.7625,1.260714285714286,3.4875,7.5375000000000005,,8.725,18.8875
meari2011,PH043405000,29.28333333333333,60.11666666666666,40.43333333333334,8.05,5.776190476190477,13.733333333333334,35.45,,89.5,151.75
meari2011,PH175205000,14.2,21.4,17.650000000000002,4.033333333333333,2.521428571428572,7.633333333333333,16.616666666666667,,36.866666666666674,104.95
meari2011,PH012906000,41.35,51.725,0.19999999999999998,0.175,0.02857142857142857,0.19999999999999998,0.19999999999999998,,332.425,513.75
meari2011,PH072214000,31.85,45.7,6.225,1.35,0.8892857142857142,2.425,5.375,,18.9,46.574999999999996
meari2011,PH086005000,30.236363636363635,66.34545454545454,15.627272727272725,2.5818181818181816,2.232467532467532,5.145454545454545,14.209090909090909,,36.1,72.07272727272728
meari2011,PH023108000,33.800000000000004,52.47777777777778,2.3666666666666667,1.1333333333333333,0.3380952380952381,1.911111111111111,2.3666666666666667,,50.300000000000004,132.4
meari2011,PH042106000,37.675000000000004,69.15,23.650000000000002,5.05,3.378571428571429,9.399999999999999,22.025,,116.15,235.575
meari2011,PH112403000,11.799999999999999,16.833333333333332,0.5499999999999999,0.3333333333333333,0.07857142857142856,0.3666666666666666,0.5166666666666665,,13.616666666666665,19.216666666666665
meari2011,PH104307000,19.349999999999998,31.7,2.15,0.475,0.3071428571428571,0.95,1.9749999999999999,,4.025,6.575
meari2011,PH064509000,18.02,29.740000000000002,3.62,0.7,0.5171428571428571,1.2999999999999998,3.3,,30.259999999999998,76.96
meari2011,PH034908000,77.65,111.03333333333333,9.066666666666666,1.6333333333333333,1.2952380952380953,3.1333333333333333,7.833333333333334,,164.71666666666664,325.55
meari2011,PH042108000,55.333333333333336,83.65,16.033333333333335,3.65,2.2904761904761908,6.866666666666666,15.05,,131.0,285.71666666666664
meari2011,PH074611000,24.49,47.52,9.450000000000001,2.17,1.35,3.93,8.23,,20.5,57.59
meari2011,PH064510000,22.43333333333333,43.12222222222222,7.02222222222222,1.4333333333333331,1.003174603174603,2.5777777777777775,5.966666666666667,,14.222222222222221,38.78888888888889
meari2011,PH099701000,2.8,5.628571428571427,0.5714285714285712,0.1571428571428571,0.08163265306122446,0.27142857142857135,0.48571428571428543,,4.214285714285714,7.242857142857142
meari2011,PH064515000,17.223076923076924,26.36153846153846,4.3769230769230765,0.9,0.6252747252747252,1.7307692307692308,3.923076923076923,,13.069230769230769,31.39230769230769
meari2011,PH124704000,16.55,23.14,1.03,0.5,0.14714285714285716,0.6,0.99,,8.28,11.719999999999999
meari2011,PH126306000,8.700000000000001,13.914285714285715,0.0714285714285714,0.0714285714285714,0.010204081632653057,0.0714285714285714,0.0714285714285714,,16.571428571428573,21.2
meari2011,PH150702000,3.9999999999999996,6.949999999999998,0.4833333333333331,0.1,0.06904761904761901,0.1833333333333333,0.4166666666666665,,4.916666666666667,8.133333333333333
meari2011,PH137601000,44.733333333333334,73.66666666666667,15.066666666666665,3.3,2.1523809523809523,6.533333333333333,14.266666666666666,,101.93333333333334,249.16666666666666
meari2011,PH050508000,76.3111111111111,168.82222222222222,29.03333333333333,4.533333333333333,4.147619047619047,8.755555555555556,25.333333333333336,,34.077777777777776,105.36666666666667
meari2011,PH086407000,38.58,62.78,6.260000000000001,1.2,0.8942857142857144,2.1399999999999997,5.319999999999999,,26.18,57.04
meari2011,PH137602000,61.65,81.55,17.15,4.4,2.4499999999999997,8.5,16.15,,105.85000000000001,303.15000000000003
meari2011,PH137502000,82.9,116.66666666666667,16.1,3.9333333333333336,2.3000000000000003,7.6,15.133333333333335,,89.8,280.59999999999997
meari2011,PH101312000,11.01578947368421,29.410526315789475,2.3842105263157896,0.6052631578947368,0.3406015037593985,1.1105263157894738,2.1210526315789475,,5.021052631578947,10.715789473684211
meari2011,PH031410000,108.0,161.65,11.25,3.75,1.6071428571428572,6.074999999999999,10.55,,115.85,357.02500000000003
meari2011,PH137401000,56.95,76.14999999999999,18.749999999999996,4.4,2.678571428571428,8.5,17.8,,93.10000000000001,280.85
meari2011,PH137402000,53.65,68.6,19.8,4.8,2.8285714285714287,8.899999999999999,18.849999999999998,,87.4,257.1
meari2011,PH054111000,50.61666666666667,117.35,13.416666666666666,2.816666666666667,1.9166666666666665,5.383333333333334,11.533333333333333,,17.46666666666667,35.96666666666667
meari2011,PH112509000,13.643478260869566,21.59565217391304,0.2565217391304345,0.0869565217391304,0.036645962732919216,0.13043478260869562,0.24782608695652153,,11.795652173913044,15.399999999999999
meari2011,PH031412000,92.8,133.0,14.833333333333334,3.5,2.119047619047619,6.8,13.866666666666667,,88.80000000000001,279.1333333333333
meari2011,PH137603000,41.95,69.2,17.449999999999996,3.95,2.4928571428571424,7.5,16.55,,101.10000000000001,241.7
meari2011,PH072234000,20.166666666666664,41.5,7.0,1.4333333333333331,1.0,2.633333333333333,6.0,,21.03333333333333,52.266666666666666
meari2011,PH137503000,92.85,132.35,15.05,3.75,2.15,7.25,14.1,,92.95,290.05
meari2011,PH112315000,27.1375,45.2625,0.0625,0.0375,0.008928571428571428,0.05,0.0625,,12.637500000000001,15.4625
meari2011,PH137604000,55.875,74.9,14.824999999999998,3.7,2.1178571428571424,7.125,14.0,,104.95,279.425
meari2011,PH137403000,48.800000000000004,61.675,20.474999999999998,4.625,2.925,8.95,19.525,,89.775,266.5
meari2011,PH063035000,30.425,39.875,1.475,0.3875,0.21071428571428572,0.5625,1.35,,20.1625,31.425
meari2011,PH013314000,16.05,31.183333333333334,21.866666666666667,7.8,3.123809523809524,12.333333333333332,21.166666666666668,,138.2,303.6
meari2011,PH035416000,70.9,166.475,3.75,1.325,0.5357142857142857,1.95,3.675,,210.15,468.675
meari2011,PH031420000,57.15,79.875,17.65,3.875,2.5214285714285714,7.3,16.2,,82.60000000000001,234.425
meari2011,PH137405000,56.95,76.14999999999999,18.749999999999996,4.4,2.678571428571428,8.5,17.8,,93.10000000000001,280.85
meari2011,PH043425000,36.7,65.89999999999999,20.200000000000003,4.2,2.885714285714286,8.2,19.1,,95.3,218.4
meari2011,PH043428000,29.575,56.325,28.95,5.825,4.135714285714285,10.575,26.425,,100.725,195.175
meari2011,PH023135000,46.475,75.0375,6.5125,3.4375,0.9303571428571429,5.1,6.5125,,57.9875,155.625
meari2011,PH064527000,6.155555555555555,7.899999999999999,2.1555555555555554,1.077777777777778,0.3079365079365079,1.2333333333333334,2.1,,19.366666666666667,35.46666666666667
meari2011,PH056216000,88.74444444444444,192.27777777777777,34.32222222222222,5.7,4.9031746031746035,11.166666666666668,30.255555555555553,,30.72222222222222,79.21111111111111
meari2011,PH050517000,91.48571428571428,216.18571428571428,31.1,4.614285714285715,4.442857142857143,9.2,26.642857142857142,,32.24285714285715,110.38571428571429
meari2011,PH143213000,9.535714285714285,14.242857142857142,1.4428571428571426,0.8214285714285714,0.2061224489795918,1.3857142857142857,1.4428571428571426,,63.49285714285715,148.52142857142857
meari2011,PH126511000,9.250000000000002,15.366666666666667,0.0,0.0,0.0,0.0,0.0,,14.616666666666667,18.35
meari2011,PH112319000,20.283333333333335,44.166666666666664,0.0499999999999999,0.0333333333333333,0.007142857142857129,0.0333333333333333,0.0499999999999999,,13.266666666666667,17.616666666666667
meari2011,PH064528000,15.785714285714286,27.442857142857143,6.971428571428571,1.2285714285714286,0.9959183673469386,2.342857142857143,6.214285714285714,,27.071428571428573,65.94285714285715
meari2011,PH072250000,18.299999999999997,41.8,7.225,1.4,1.032142857142857,2.7249999999999996,6.25,,21.75,58.925
meari2011,PH041031000,39.050000000000004,63.949999999999996,40.3,7.525,5.757142857142857,14.075,35.5,,82.10000000000001,138.5
meari2011,PH166819000,23.98333333333333,45.449999999999996,8.149999999999999,1.5166666666666666,1.1642857142857141,2.8333333333333335,7.05,,6.7,9.45
meari2011,PH074621000,9.95,20.8875,3.35,0.95,0.4785714285714286,1.8499999999999999,3.1375,,23.125,48.1125
meari2011,PH036916000,45.9,95.06666666666666,28.666666666666664,6.15,4.095238095238095,12.033333333333335,24.733333333333334,,129.96666666666667,333.68333333333334
meari2011,PH045647000,37.82857142857143,63.2,30.642857142857146,5.614285714285715,4.377551020408164,10.042857142857144,28.25714285714286,,50.2,127.17142857142858
meari2011,PH015546000,32.9,41.260000000000005,66.28,13.78,9.468571428571428,26.14,57.67999999999999,,122.16,384.5
meari2011,PH101321000,15.679999999999998,28.69333333333333,0.5799999999999997,0.2133333333333333,0.08285714285714282,0.35333333333333317,0.5466666666666664,,5.413333333333332,8.486666666666666
meari2011,PH137504000,77.825,110.55,16.175,3.775,2.310714285714286,7.449999999999999,15.2,,89.05,271.54999999999995
meari2011,PH064531000,14.185714285714287,22.214285714285715,4.9714285714285715,1.0714285714285714,0.710204081632653,1.6857142857142857,4.428571428571429,,23.985714285714288,59.785714285714285
meari2011,PH012934000,14.700000000000001,21.45,2.3,1.25,0.32857142857142857,1.9,2.3,,284.95,567.55
meari2011,PH071214000,24.15,56.35,6.15,1.35,0.8785714285714287,2.5,5.2,,21.15,38.9
meari2011,PH104205000,11.533333333333333,20.3,1.183333333333333,0.2333333333333333,0.16904761904761897,0.4333333333333333,1.033333333333333,,3.2999999999999994,8.666666666666666
meari2011,PH166706000,21.92857142857143,58.614285714285714,11.614285714285716,1.9714285714285715,1.6591836734693879,3.757142857142857,10.271428571428572,,14.857142857142858,22.54285714285714
meari2011,PH021511000,58.86,78.26,0.8999999999999999,0.2799999999999999,0.12857142857142856,0.5399999999999999,0.8999999999999999,,65.88000000000001,89.24
meari2011,PH054107000,44.775000000000006,90.7875,22.5125,4.4375,3.2160714285714285,7.55,19.7125,,25.4,51.012499999999996
meari2011,PH104306000,17.025,29.20625,8.19375,1.475,1.1705357142857142,2.8125,7.225,,9.36875,25.462500000000002
meari2011,PH126502000,10.27142857142857,16.62857142857143,0.27142857142857113,0.0571428571428571,0.03877551020408159,0.0999999999999999,0.2428571428571426,,10.914285714285715,17.71428571428571
meari2011,PH072218000,38.333333333333336,60.86666666666666,5.2,1.0666666666666669,0.7428571428571429,1.9666666666666668,4.533333333333333,,21.566666666666663,56.1
meari2011,PH118201000,17.5875,44.875,0.4,0.1,0.05714285714285715,0.1625,0.35,,10.2,12.0625
meari2011,PH036905000,43.58333333333333,90.16666666666666,34.0,6.883333333333333,4.857142857142857,13.333333333333332,30.683333333333334,,196.4,437.35
meari2011,PH063015000,12.0625,18.2125,2.425,1.1,0.3464285714285714,1.4125,2.0125,,17.9875,42.1875
meari2011,PH104206000,9.750000000000002,21.125,1.5,0.35,0.21428571428571427,0.6,1.325,,5.25,10.575
meari2011,PH175905000,17.5,21.125,24.150000000000002,4.475,3.45,8.55,21.55,,31.4,75.45
meari2011,PH148102000,7.976923076923076,11.33076923076923,0.269230769230769,0.1461538461538461,0.03846153846153843,0.1769230769230768,0.2230769230769229,,186.1076923076923,278.0230769230769
meari2011,PH072219000,37.9,61.4,6.350000000000001,1.25,0.9071428571428574,2.45,5.45,,23.349999999999998,60.35
meari2011,PH175906000,30.349999999999998,46.0,28.8,5.5,4.114285714285715,9.5,24.25,,32.75,80.14999999999999
meari2011,PH023109000,63.15714285714286,84.7,6.757142857142856,2.585714285714286,0.9653061224489795,4.4714285714285715,6.7,,66.60000000000001,176.72857142857143
meari2011,PH072220000,24.933333333333334,68.2,9.133333333333333,1.5,1.3047619047619048,2.933333333333333,7.8,,25.299999999999997,62.03333333333333
meari2011,PH071215000,17.53333333333333,46.1,5.733333333333334,1.6666666666666667,0.8190476190476191,3.0000000000000004,4.966666666666667,,23.366666666666667,48.63333333333333
meari2011,PH175309000,28.832,32.964,13.824,3.184,1.9748571428571429,5.648,12.608,,14.975999999999999,28.372
meari2011,PH071216000,17.475,44.125,5.5,1.5,0.7857142857142857,2.75,4.875,,23.0,48.525
meari2011,PH166808000,28.483333333333334,68.46666666666667,11.600000000000001,2.416666666666667,1.6571428571428573,4.5,10.466666666666667,,11.266666666666667,14.666666666666666
meari2011,PH129804000,22.240000000000002,40.36,0.0,0.0,0.0,0.0,0.0,,12.360000000000001,20.700000000000003
meari2011,PH061901000,27.36,34.76,1.5199999999999998,0.7,0.2171428571428571,1.0399999999999998,1.48,,22.26,38.78
meari2011,PH041009000,43.099999999999994,71.75,24.549999999999997,5.35,3.5071428571428567,9.95,22.299999999999997,,58.150000000000006,113.8
meari2011,PH087805000,23.75,57.525,9.075000000000001,1.525,1.2964285714285715,2.95,7.775,,33.125,60.575
meari2011,PH060606000,13.77,24.5,11.53,2.09,1.647142857142857,3.94,10.47,,16.06,28.81
meari2011,PH175322000,9.241666666666667,11.283333333333331,2.4416666666666664,0.6833333333333333,0.3488095238095238,0.9999999999999999,2.2416666666666667,,8.825,19.608333333333334
meari2011,PH012808000,25.875,48.825,1.9500000000000002,1.35,0.2785714285714286,1.875,1.9500000000000002,,126.375,268.325
meari2011,PH034906000,32.425,65.025,55.8,12.85,7.971428571428571,24.95,49.75,,102.5,279.0
meari2011,PH175310000,19.825,32.58125,0.49375,0.275,0.07053571428571428,0.3125,0.49375,,4.824999999999999,12.793750000000001
meari2011,PH072221000,19.0,36.3375,4.324999999999999,1.4625,0.6178571428571428,2.1375,3.8625,,24.8875,50.625
meari2011,PH051603000,72.2,122.875,17.75,3.85,2.5357142857142856,6.075,15.775,,58.375,99.2
meari2011,PH083717000,17.775000000000002,51.175000000000004,9.9,1.75,1.4142857142857144,3.325,8.75,,29.75,68.075
meari2011,PH071217000,28.419999999999998,60.959999999999994,9.12,1.94,1.3028571428571427,3.76,7.78,,27.880000000000003,51.54
meari2011,PH140105000,19.93333333333333,24.9,0.4666666666666666,0.4,0.06666666666666667,0.4,0.43333333333333335,,254.5,393.09999999999997
meari2011,PH015518000,50.9,63.25,40.199999999999996,7.8,5.742857142857142,13.6,34.8,,199.15,558.15
meari2011,PH072222000,19.025,40.675,8.75,2.725,1.25,5.15,7.925,,19.725,53.7
meari2011,PH101302000,23.02,33.779999999999994,0.08,0.06,0.011428571428571429,0.08,0.08,,9.88,13.94
meari2011,PH071218000,26.4,59.875,7.575000000000001,1.55,1.0821428571428573,3.0250000000000004,6.575,,27.400000000000002,49.1
meari2011,PH072223000,31.662499999999998,55.675,3.8124999999999996,0.7375,0.5446428571428571,1.3875000000000002,3.4625,,20.1125,53.9125
meari2011,PH101303000,19.375,33.025,0.125,0.1,0.017857142857142856,0.125,0.125,,10.075,14.05
meari2011,PH140106000,23.650000000000002,26.816666666666666,7.299999999999999,6.166666666666666,1.0428571428571427,6.866666666666666,7.216666666666666,,204.58333333333334,413.5333333333333
meari2011,PH061902000,19.425,33.75,2.275,0.8,0.325,1.5,2.225,,27.05,45.675
meari2011,PH166707000,31.083333333333332,77.08333333333334,7.783333333333334,1.6666666666666667,1.111904761904762,3.0666666666666664,6.95,,20.566666666666666,29.183333333333334
meari2011,PH097201000,3.8636363636363633,6.063636363636363,1.2909090909090906,0.6363636363636364,0.18441558441558437,0.9818181818181818,1.2818181818181817,,8.7,15.109090909090908
meari2011,PH050503000,88.08333333333334,187.51666666666668,31.53333333333333,4.983333333333333,4.504761904761905,9.866666666666667,27.4,,36.46666666666666,88.35
meari2011,PH086006000,26.14,59.400000000000006,13.18,2.12,1.8828571428571428,4.02,11.7,,34.22,74.54
meari2011,PH015519000,107.26666666666667,254.02222222222224,29.833333333333332,5.677777777777778,4.261904761904762,11.311111111111112,28.41111111111111,,229.5,677.6222222222223
meari2011,PH153828000,6.824999999999999,13.65,0.0,0.0,0.0,0.0,0.0,,12.3,19.925
meari2011,PH153831000,8.700000000000001,19.55,0.0,0.0,0.0,0.0,0.0,,10.7,18.0
meari2011,PH153830000,12.844444444444445,26.299999999999997,0.0,0.0,0.0,0.0,0.0,,22.48888888888889,29.866666666666667
meari2011,PH153835000,13.35,25.6,0.0,0.0,0.0,0.0,0.0,,9.9,15.85
meari2011,PH153807000,13.844444444444445,29.677777777777777,0.0,0.0,0.0,0.0,0.0,,13.011111111111111,20.62222222222222
meari2011,PH153805000,11.520000000000001,17.38,0.04,0.04,0.005714285714285714,0.04,0.04,,11.16,16.42
meari2011,PH153806000,7.8999999999999995,16.566666666666666,0.0,0.0,0.0,0.0,0.0,,7.5,14.766666666666667
meari2011,PH153836000,8.325,19.125,0.0,0.0,0.0,0.0,0.0,,7.675,14.725
meari2011,PH153826000,10.9,27.7,0.0,0.0,0.0,0.0,0.0,,9.75,16.6
meari2011,PH153827000,12.125,26.65,0.0,0.0,0.0,0.0,0.0,,9.825,16.175
meari2011,PH074609000,14.24,16.86,6.140000000000001,2.16,0.8771428571428572,4.02,6.0,,27.32,51.94
meari2011,PH071219000,20.625,35.724999999999994,6.0,1.95,0.8571428571428571,3.275,5.2,,26.275,58.275
meari2011,PH112402000,31.25483870967742,46.09032258064516,0.7161290322580639,0.2741935483870967,0.1023041474654377,0.3580645161290321,0.6677419354838705,,12.038709677419355,16.906451612903226
meari2011,PH166708000,29.775,72.36250000000001,7.225,1.3,1.032142857142857,2.4125,6.15,,27.6125,38.0375
meari2011,PH051712000,62.675,116.625,18.475,3.9,2.6392857142857147,6.824999999999999,16.9375,,60.4,111.0875
meari2011,PH023118000,19.166666666666668,24.95,3.1333333333333333,2.1166666666666667,0.44761904761904764,2.55,3.1333333333333333,,38.650000000000006,114.41666666666667
meari2011,PH025006000,81.68,94.14,8.100000000000001,2.56,1.1571428571428573,4.02,7.699999999999999,,64.76,192.54
meari2011,PH025703000,111.8375,127.85000000000001,7.825,2.125,1.1178571428571429,3.8125,7.4375,,66.9,167.2375
meari2011,PH037703000,33.69,64.60000000000001,0.4399999999999999,0.24,0.06285714285714285,0.29,0.3899999999999999,,49.54,104.51
meari2011,PH054108000,19.5,32.766666666666666,7.399999999999999,1.2666666666666666,1.057142857142857,2.466666666666667,6.2333333333333325,,53.233333333333334,105.03333333333333
meari2011,PH097305000,18.025,23.474999999999998,0.07500000000000001,0.05,0.010714285714285716,0.05,0.07500000000000001,,5.5,8.65
meari2011,PH071220000,29.15,63.675000000000004,9.975,2.4,1.425,4.5,8.25,,23.125,50.475
meari2011,PH168503000,22.8,51.4,4.9,1.1,0.7000000000000001,1.9500000000000002,4.5,,36.55,47.9
meari2011,PH037704000,25.36,51.199999999999996,1.96,0.53,0.27999999999999997,0.9799999999999999,1.91,,81.77,150.88
meari2011,PH030804000,68.0,191.13333333333333,1.7333333333333334,0.6333333333333333,0.24761904761904763,0.8333333333333334,1.6666666666666667,,149.39999999999998,413.56666666666666
meari2011,PH023110000,34.67894736842105,73.78947368421052,0.8684210526315786,0.3894736842105263,0.1240601503759398,0.5736842105263157,0.794736842105263,,32.178947368421056,81.83684210526316
meari2011,PH097306000,10.966666666666667,17.383333333333333,0.5499999999999998,0.15,0.07857142857142854,0.2833333333333333,0.5166666666666665,,5.333333333333333,8.883333333333333
meari2011,PH037705000,22.51,29.65,14.420000000000003,2.33,2.0600000000000005,4.550000000000001,12.2,,89.28,194.14999999999998
meari2011,PH063016000,16.866666666666667,23.599999999999998,2.966666666666667,0.7166666666666667,0.4238095238095238,1.1333333333333333,2.75,,24.0,32.31666666666667
meari2011,PH012809000,39.84,46.32,1.2199999999999998,0.62,0.17428571428571424,0.7,1.1199999999999999,,133.42000000000002,235.10000000000002
meari2011,PH037706000,19.581818181818186,41.25454545454545,6.390909090909091,1.3,0.9129870129870129,2.418181818181818,5.572727272727272,,100.3909090909091,178.7909090909091
meari2011,PH098303000,4.75,8.433333333333334,1.3166666666666667,0.5833333333333333,0.1880952380952381,0.9833333333333333,1.2999999999999998,,2.3166666666666664,4.083333333333333
meari2011,PH097202000,5.4799999999999995,10.66,0.8200000000000001,0.36,0.11714285714285715,0.6799999999999999,0.8200000000000001,,6.7,11.4
meari2011,PH153624000,27.6,36.0,1.6499999999999997,0.4,0.23571428571428568,0.75,1.45,,10.450000000000001,18.150000000000002
meari2011,PH023111000,50.9,85.9090909090909,0.24545454545454504,0.1,0.03506493506493501,0.1545454545454545,0.236363636363636,,35.90909090909091,80.87272727272727
meari2011,PH045615000,29.950000000000003,53.95,35.074999999999996,6.025,5.010714285714285,10.95,30.525,,42.974999999999994,115.825
meari2011,PH082606000,39.25714285714286,89.84285714285714,11.242857142857144,2.0285714285714285,1.606122448979592,3.7142857142857144,10.157142857142857,,30.1,79.98571428571428
meari2011,PH140107000,33.55,36.5,1.6,1.05,0.2285714285714286,1.4500000000000002,1.6,,276.05,458.8
meari2011,PH101304000,16.866666666666667,30.366666666666667,0.0833333333333332,0.0666666666666666,0.011904761904761887,0.0833333333333332,0.0833333333333332,,6.483333333333333,10.466666666666667
meari2011,PH118601000,11.96,13.68,0.16999999999999998,0.06,0.024285714285714282,0.09,0.16,,6.98,13.83
meari2011,PH104217000,8.016666666666666,17.75,1.6166666666666667,0.3833333333333333,0.23095238095238096,0.6166666666666666,1.3833333333333333,,3.6833333333333336,10.033333333333331
meari2011,PH031424000,53.3,76.60666666666667,13.293333333333333,2.333333333333333,1.899047619047619,4.553333333333333,11.299999999999999,,96.47333333333333,244.82000000000002
meari2011,PH056207000,65.61428571428571,141.38571428571427,28.471428571428575,5.371428571428572,4.06734693877551,9.971428571428572,24.942857142857143,,24.371428571428574,70.02857142857142
meari2011,PH063017000,23.8,33.65,2.4499999999999997,0.625,0.35,0.9750000000000001,2.275,,17.849999999999998,27.7
meari2011,PH071221000,27.875,67.2,12.0,3.1,1.7142857142857142,5.675000000000001,10.375,,22.25,52.1
meari2011,PH083718000,21.95,57.925,8.849999999999998,1.575,1.264285714285714,3.05,8.025,,29.15,61.3
meari2011,PH074610000,16.974999999999998,20.675,5.05,2.15,0.7214285714285714,3.375,4.925,,29.599999999999998,61.375
meari2011,PH061903000,22.8,32.525,1.4000000000000001,0.35,0.2,0.6499999999999999,1.2999999999999998,,25.599999999999998,39.8
meari2011,PH097307000,12.275,19.950000000000003,3.25,0.65,0.4642857142857143,1.225,3.075,,4.55,8.35
meari2011,PH012810000,44.833333333333336,69.86666666666666,1.9,0.6333333333333333,0.2714285714285714,1.0666666666666667,1.833333333333333,,82.3,108.3
meari2011,PH063018000,9.225000000000001,14.175,5.000000000000001,0.8,0.7142857142857144,1.6,4.425,,26.724999999999998,47.300000000000004
meari2011,PH072224000,29.525,50.15,8.049999999999999,1.675,1.15,3.0250000000000004,6.699999999999999,,19.475,50.575
meari2011,PH175311000,13.12,16.226666666666663,0.31999999999999984,0.1466666666666666,0.04571428571428569,0.2133333333333332,0.31999999999999984,,16.14,28.599999999999998
meari2011,PH061904000,30.757142857142856,39.05714285714286,1.5285714285714285,0.5285714285714286,0.2183673469387755,0.8571428571428571,1.4571428571428569,,20.9,35.51428571428571
meari2011,PH097308000,8.4625,10.612499999999999,0.1375,0.0625,0.019642857142857146,0.08750000000000001,0.125,,3.7874999999999996,6.9125
meari2011,PH025007000,10.554545454545455,19.754545454545454,14.790909090909093,4.2,2.112987012987013,5.9727272727272736,13.463636363636363,,73.42727272727274,179.8
meari2011,PH025008000,8.975,20.891666666666666,18.891666666666666,4.616666666666666,2.6988095238095235,6.675,16.975,,77.73333333333333,194.61666666666667
meari2011,PH023112000,24.018181818181816,62.52727272727273,4.072727272727272,2.2727272727272725,0.5818181818181818,3.627272727272727,4.072727272727272,,54.87272727272727,125.04545454545455
meari2011,PH175312000,2.2764705882352936,3.976470588235292,0.40588235294117625,0.1,0.05798319327731089,0.1647058823529411,0.35882352941176454,,4.858823529411764,12.941176470588234
meari2011,PH021512000,30.34,64.67999999999999,0.58,0.58,0.08285714285714285,0.58,0.58,,46.24,103.3
meari2011,PH064508000,12.237499999999999,19.5125,4.9625,1.0375,0.7089285714285715,1.7750000000000001,4.4625,,23.175,57.425
meari2011,PH076101000,14.7,22.400000000000002,2.2,0.45,0.31428571428571433,0.9,2.0,,18.65,40.95
meari2011,PH133908000,72.9,96.4,15.0,4.3,2.142857142857143,8.3,13.9,,105.2,306.59999999999997
meari2011,PH054109000,21.45,40.6,11.2,2.125,1.5999999999999999,4.0,10.075,,36.575,95.425
meari2011,PH126503000,6.512499999999999,11.7,0.0,0.0,0.0,0.0,0.0,,20.262500000000003,27.9125
meari2011,PH160303000,15.943478260869567,25.13478260869565,6.252173913043478,1.0782608695652174,0.893167701863354,2.073913043478261,5.447826086956522,,5.6869565217391305,12.739130434782608
meari2011,PH063019000,10.4,11.200000000000001,1.9,0.9,0.2714285714285714,1.7000000000000002,1.9,,13.5,30.1
