typhoon,mun_code,rainfall_max_6h
aere2011,PH072210000,2.1983333333333337
aere2011,PH153818000,0.25277777777777777
aere2011,PH144401000,0.11527777777777776
aere2011,PH166801000,2.6208333333333336
aere2011,PH063007000,2.6875
aere2011,PH063008000,2.657575757575758
aere2011,PH103503000,0.5812499999999999
aere2011,PH083706000,5.512499999999999
aere2011,PH074605000,0.9
aere2011,PH020901000,0.009090909090909092
aere2011,PH086002000,7.471354166666668
aere2011,PH168501000,2.409375
aere2011,PH015509000,0.3333333333333333
aere2011,PH051601000,10.211363636363636
aere2011,PH063009000,2.9437499999999996
aere2011,PH060404000,2.678181818181818
aere2011,PH041005000,0.630952380952381
aere2011,PH175305000,0.10312500000000001
aere2011,PH051703000,31.565454545454553
aere2011,PH052003000,6.6840909090909095
aere2011,PH083707000,6.231249999999999
aere2011,PH054104000,13.072727272727274
aere2011,PH071207000,1.7866666666666668
aere2011,PH041006000,0.44375000000000003
aere2011,PH013307000,0.8291666666666666
aere2011,PH144402000,0.40499999999999997
aere2011,PH101301000,0.08257575757575757
aere2011,PH015510000,0.3854166666666667
aere2011,PH043402000,0.5638888888888889
aere2011,PH166802000,0.9874999999999998
aere2011,PH015511000,0.34833333333333333
aere2011,PH153604000,0.04791666666666666
aere2011,PH097303000,0.5809523809523809
aere2011,PH025005000,1.1166666666666667
aere2011,PH060603000,1.6958333333333337
aere2011,PH023104000,0.20694444444444446
aere2011,PH144403000,0.8062499999999999
aere2011,PH071248000,4.379166666666666
aere2011,PH071208000,1.2041666666666668
aere2011,PH087802000,7.71875
aere2011,PH064503000,1.6406250000000002
aere2011,PH015512000,0.11458333333333333
aere2011,PH045804000,0.8486111111111111
aere2011,PH074607000,1.5216666666666665
aere2011,PH063010000,3.6854166666666663
aere2011,PH153605000,0.05833333333333333
aere2011,PH015513000,0.17291666666666664
aere2011,PH133902000,5.004166666666667
aere2011,PH104304000,0.3291666666666666
aere2011,PH084802000,19.916666666666664
aere2011,PH174001000,2.716666666666667
aere2011,PH084803000,13.149999999999999
aere2011,PH031404000,0.5499999999999999
aere2011,PH141104000,0.35833333333333334
aere2011,PH015514000,0.5273809523809524
aere2011,PH140102000,1.2
aere2011,PH072212000,2.252083333333333
aere2011,PH051704000,8.121212121212123
aere2011,PH034902000,0.08750000000000001
aere2011,PH175203000,2.4386363636363635
aere2011,PH157002000,0.04
aere2011,PH104203000,0.86875
aere2011,PH086402000,5.508333333333333
aere2011,PH144404000,0.3833333333333333
aere2011,PH072213000,5.4111111111111105
aere2011,PH112503000,0.812962962962963
aere2011,PH037101000,1.7874999999999996
aere2011,PH112323000,3.1916666666666664
aere2011,PH175306000,0.3072916666666667
aere2011,PH153633000,0.4083333333333334
aere2011,PH153606000,0.17500000000000002
aere2011,PH140103000,1.9958333333333333
aere2011,PH140104000,1.822222222222222
aere2011,PH045605000,4.039583333333333
aere2011,PH067901000,2.4791666666666665
aere2011,PH071209000,2.442857142857143
aere2011,PH160201000,0.599074074074074
aere2011,PH174002000,2.7563636363636363
aere2011,PH015515000,0.4238095238095238
aere2011,PH060604000,1.6178571428571429
aere2011,PH021508000,0.41944444444444445
aere2011,PH141105000,0.44500000000000006
aere2011,PH051705000,7.8393939393939425
aere2011,PH051706000,22.230303030303027
aere2011,PH031405000,1.6194444444444445
aere2011,PH175204000,2.8393939393939394
aere2011,PH056203000,17.227272727272727
aere2011,PH153802000,0.32
aere2011,PH153803000,0.3625
aere2011,PH056204000,22.28909090909091
aere2011,PH153637000,0.5892857142857143
aere2011,PH160302000,1.8947916666666664
aere2011,PH083710000,7.083333333333332
aere2011,PH045606000,1.0733333333333335
aere2011,PH012806000,0.11212121212121212
aere2011,PH012904000,0.19375
aere2011,PH013308000,0.638888888888889
aere2011,PH015516000,0.6291666666666667
aere2011,PH023105000,0.4270833333333333
aere2011,PH166704000,3.2291666666666665
aere2011,PH060405000,2.52
aere2011,PH031406000,1.1611111111111112
aere2011,PH175307000,0.2
aere2011,PH153607000,0.29537037037037034
aere2011,PH160202000,1.0523809523809526
aere2011,PH098302000,1.0069444444444444
aere2011,PH013309000,0.8541666666666669
aere2011,PH023106000,0.9574999999999999
aere2011,PH034903000,0.10333333333333333
aere2011,PH037102000,2.1347222222222224
aere2011,PH101322000,0.30208333333333337
aere2011,PH025702000,0.08194444444444444
aere2011,PH023107000,0.3361111111111111
aere2011,PH063012000,3.15
aere2011,PH034904000,4.878333333333333
aere2011,PH087803000,5.9624999999999995
aere2011,PH012905000,1.7083333333333333
aere2011,PH051707000,7.618181818181818
aere2011,PH043404000,2.386111111111111
aere2011,PH064504000,2.6969696969696972
aere2011,PH104305000,0.06666666666666668
aere2011,PH175308000,0.37833333333333324
aere2011,PH168502000,2.4291666666666663
aere2011,PH166804000,1.425
aere2011,PH087804000,7.920833333333334
aere2011,PH045805000,0.9916666666666667
aere2011,PH175903000,6.290909090909091
aere2011,PH051708000,5.918181818181818
aere2011,PH041007000,3.620833333333333
aere2011,PH104204000,0.8374999999999999
aere2011,PH148101000,0.5916666666666667
aere2011,PH153632000,0.0625
aere2011,PH071210000,1.7666666666666666
aere2011,PH015517000,0.12916666666666668
aere2011,PH041008000,0.30624999999999997
aere2011,PH064505000,2.8814814814814813
aere2011,PH175904000,3.770454545454545
aere2011,PH045607000,3.3818181818181823
aere2011,PH043406000,0.7866666666666665
aere2011,PH021509000,0.12467532467532468
aere2011,PH086003000,23.178921568627455
aere2011,PH086004000,9.370000000000001
aere2011,PH063013000,2.764583333333333
aere2011,PH175102000,2.8469696969696976
aere2011,PH137501000,0.7694444444444444
aere2011,PH083713000,10.944999999999999
aere2011,PH031407000,3.3708333333333336
aere2011,PH060605000,1.6707792207792205
aere2011,PH021510000,0.33125
aere2011,PH050502000,12.052727272727275
aere2011,PH051709000,11.79090909090909
aere2011,PH036903000,0.23958333333333334
aere2011,PH082605000,13.631481481481485
aere2011,PH051710000,7.815151515151515
aere2011,PH035405000,4.123809523809524
aere2011,PH037103000,0.49583333333333335
aere2011,PH045608000,0.9854545454545455
aere2011,PH071211000,2.2766666666666664
aere2011,PH064506000,1.009090909090909
aere2011,PH074608000,3.0816666666666666
aere2011,PH166805000,1.8141666666666667
aere2011,PH012907000,0.31388888888888894
aere2011,PH051602000,4.238333333333333
aere2011,PH036904000,1.5798611111111114
aere2011,PH083714000,6.881666666666668
aere2011,PH084804000,8.820833333333335
aere2011,PH112504000,2.164102564102564
aere2011,PH051711000,6.2825
aere2011,PH052004000,5.464583333333334
aere2011,PH012807000,0.8369047619047619
aere2011,PH045806000,0.8472222222222222
aere2011,PH083715000,5.471666666666668
aere2011,PH063014000,4.716666666666666
aere2011,PH071212000,2.3763888888888887
aere2011,PH072215000,2.80625
aere2011,PH112303000,1.3233333333333333
aere2011,PH124702000,0.3191666666666667
aere2011,PH160204000,0.8729166666666668
aere2011,PH166806000,1.625
aere2011,PH042104000,4.216666666666667
aere2011,PH034905000,0.21474358974358973
aere2011,PH166807000,1.9319444444444438
aere2011,PH037702000,0.8782051282051283
aere2011,PH056205000,19.900000000000002
aere2011,PH056206000,7.543055555555555
aere2011,PH037104000,2.4316666666666666
aere2011,PH054105000,9.695238095238095
aere2011,PH045610000,4.679166666666667
aere2011,PH084805000,13.741558441558443
aere2011,PH101801000,0.9138888888888889
aere2011,PH112505000,1.0030303030303032
aere2011,PH071213000,1.76
aere2011,PH072216000,3.5187500000000003
aere2011,PH084806000,16.001136363636363
aere2011,PH064507000,1.6868686868686864
aere2011,PH043407000,0.6318181818181818
aere2011,PH042105000,2.318333333333333
aere2011,PH054106000,7.679629629629631
aere2011,PH072217000,2.6979166666666674
aere2011,PH012908000,0.6416666666666666
aere2011,PH015503000,1.0375
aere2011,PH045802000,0.25844155844155847
aere2011,PH030803000,2.066666666666667
aere2011,PH012805000,0.8097222222222222
aere2011,PH074606000,1.1011904761904763
aere2011,PH083708000,7.340000000000001
aere2011,PH160301000,0.5608333333333334
aere2011,PH043403000,4.216666666666667
aere2011,PH166803000,1.0272727272727271
aere2011,PH072211000,6.2124999999999995
aere2011,PH082604000,8.142222222222223
aere2011,PH160203000,1.7750000000000001
aere2011,PH043405000,1.6597222222222223
aere2011,PH175205000,0.6696969696969698
aere2011,PH012906000,0.20000000000000004
aere2011,PH072214000,2.6916666666666664
aere2011,PH086005000,13.066666666666668
aere2011,PH023108000,0.12222222222222223
aere2011,PH042106000,4.591666666666667
aere2011,PH112403000,0.8597222222222222
aere2011,PH104307000,0.014583333333333332
aere2011,PH064509000,2.8249999999999993
aere2011,PH034908000,1.3166666666666667
aere2011,PH042108000,2.4777777777777783
aere2011,PH074611000,2.6149999999999998
aere2011,PH064510000,1.95
aere2011,PH099701000,0.20476190476190478
aere2011,PH064515000,1.4070512820512822
aere2011,PH124704000,0.20916666666666664
aere2011,PH126306000,0.09642857142857142
aere2011,PH150702000,0.13888888888888892
aere2011,PH137601000,2.602777777777778
aere2011,PH050508000,12.446464646464646
aere2011,PH086407000,4.016666666666667
aere2011,PH137602000,5.354166666666667
aere2011,PH137502000,0.8583333333333333
aere2011,PH101312000,0.2899122807017544
aere2011,PH031410000,3.252083333333333
aere2011,PH137401000,1.3583333333333334
aere2011,PH137402000,0.525
aere2011,PH054111000,10.445454545454545
aere2011,PH112509000,0.8250000000000001
aere2011,PH031412000,1.0194444444444444
aere2011,PH137603000,3.2833333333333337
aere2011,PH072234000,3.1972222222222224
aere2011,PH137503000,0.9291666666666666
aere2011,PH112315000,0.3302083333333334
aere2011,PH137604000,3.6979166666666665
aere2011,PH137403000,0.9229166666666666
aere2011,PH063035000,2.8943181818181816
aere2011,PH013314000,0.425
aere2011,PH035416000,4.510416666666667
aere2011,PH031420000,0.13333333333333333
aere2011,PH137405000,1.3583333333333334
aere2011,PH043425000,3.725
aere2011,PH043428000,2.9250000000000003
aere2011,PH023135000,0.3697916666666667
aere2011,PH064527000,1.2282828282828282
aere2011,PH056216000,10.667676767676769
aere2011,PH050517000,6.638095238095237
aere2011,PH143213000,0.20595238095238097
aere2011,PH126511000,0.2708333333333333
aere2011,PH112319000,3.405555555555555
aere2011,PH064528000,1.78961038961039
aere2011,PH072250000,3.277083333333334
aere2011,PH041031000,0.7479166666666668
aere2011,PH166819000,1.0583333333333333
aere2011,PH074621000,1.588541666666667
aere2011,PH036916000,0.811111111111111
aere2011,PH045647000,1.2753246753246754
aere2011,PH015546000,0.165
aere2011,PH101321000,0.3438888888888889
aere2011,PH137504000,0.7166666666666667
aere2011,PH064531000,2.103896103896104
aere2011,PH012934000,0.375
aere2011,PH071214000,1.8999999999999997
aere2011,PH104205000,0.9083333333333331
aere2011,PH166706000,2.0976190476190477
aere2011,PH021511000,0.12333333333333335
aere2011,PH054107000,12.684090909090912
aere2011,PH104306000,0.5484375
aere2011,PH126502000,0.3904761904761905
aere2011,PH072218000,2.9
aere2011,PH118201000,1.616666666666667
aere2011,PH036905000,2.4263888888888885
aere2011,PH063015000,3.579166666666666
aere2011,PH104206000,0.6083333333333333
aere2011,PH175905000,2.0113636363636362
aere2011,PH148102000,0.5814102564102565
aere2011,PH072219000,4.045833333333333
aere2011,PH175906000,3.1909090909090905
aere2011,PH023109000,0.7785714285714286
aere2011,PH072220000,2.75
aere2011,PH071215000,1.2555555555555555
aere2011,PH175309000,0.3272727272727273
aere2011,PH071216000,1.1395833333333332
aere2011,PH166808000,1.3180555555555558
aere2011,PH129804000,0.09000000000000001
aere2011,PH061901000,3.518333333333334
aere2011,PH041009000,0.5125000000000001
aere2011,PH087805000,8.935416666666667
aere2011,PH060606000,2.563636363636364
aere2011,PH175322000,0.22651515151515153
aere2011,PH012808000,0.6166666666666667
aere2011,PH034906000,0.11666666666666665
aere2011,PH175310000,0.6943181818181818
aere2011,PH072221000,12.898958333333333
aere2011,PH051603000,10.100000000000001
aere2011,PH083717000,5.325
aere2011,PH071217000,2.78
aere2011,PH140105000,2.6444444444444444
aere2011,PH015518000,0.19166666666666665
aere2011,PH072222000,2.5895833333333336
aere2011,PH101302000,0.3383333333333334
aere2011,PH071218000,2.747916666666667
aere2011,PH072223000,2.783333333333333
aere2011,PH101303000,0.7541666666666668
aere2011,PH140106000,2.4874999999999994
aere2011,PH061902000,3.4499999999999993
aere2011,PH166707000,2.1708333333333334
aere2011,PH097201000,0.8583333333333334
aere2011,PH050503000,7.8
aere2011,PH086006000,6.919999999999999
aere2011,PH015519000,0.5398148148148149
aere2011,PH153828000,0.46875
aere2011,PH153831000,0.6354166666666669
aere2011,PH153830000,0.30303030303030304
aere2011,PH153835000,0.35833333333333334
aere2011,PH153807000,0.22222222222222224
aere2011,PH153805000,0.4816666666666667
aere2011,PH153806000,0.40555555555555545
aere2011,PH153836000,0.3645833333333333
aere2011,PH153826000,0.2708333333333333
aere2011,PH153827000,0.3145833333333334
aere2011,PH074609000,1.385
aere2011,PH071219000,1.4729166666666667
aere2011,PH112402000,0.4279569892473118
aere2011,PH166708000,2.48125
aere2011,PH051712000,6.351136363636365
aere2011,PH023118000,0.586111111111111
aere2011,PH025006000,0.9333333333333332
aere2011,PH025703000,0.41041666666666665
aere2011,PH037703000,0.7658333333333335
aere2011,PH054108000,11.657575757575758
aere2011,PH097305000,1.2770833333333333
aere2011,PH071220000,1.4312500000000001
aere2011,PH168503000,2.454166666666666
aere2011,PH037704000,0.3108333333333333
aere2011,PH030804000,2.9722222222222228
aere2011,PH023110000,0.9679824561403508
aere2011,PH097306000,1.4777777777777776
aere2011,PH037705000,0.165
aere2011,PH063016000,2.604545454545455
aere2011,PH012809000,0.8649999999999999
aere2011,PH037706000,0.08787878787878785
aere2011,PH098303000,0.9333333333333335
aere2011,PH097202000,0.7016666666666667
aere2011,PH153624000,0.2583333333333333
aere2011,PH023111000,0.20378787878787882
aere2011,PH045615000,1.0863636363636362
aere2011,PH082606000,11.676190476190476
aere2011,PH140107000,3.975
aere2011,PH101304000,0.9361111111111112
aere2011,PH118601000,0.245
aere2011,PH104217000,1.0083333333333333
aere2011,PH031424000,1.3827777777777779
aere2011,PH056207000,10.048051948051947
aere2011,PH063017000,2.8104166666666663
aere2011,PH071221000,2.325
aere2011,PH083718000,5.0125
aere2011,PH074610000,1.0999999999999999
aere2011,PH061903000,4.945833333333333
aere2011,PH097307000,2.13125
aere2011,PH012810000,0.3138888888888889
aere2011,PH063018000,2.5909090909090913
aere2011,PH072224000,2.4729166666666664
aere2011,PH175311000,0.6405555555555555
aere2011,PH061904000,3.589285714285715
aere2011,PH097308000,0.703125
aere2011,PH025007000,0.41893939393939394
aere2011,PH025008000,0.36388888888888893
aere2011,PH023112000,0.07499999999999998
aere2011,PH175312000,0.06470588235294118
aere2011,PH021512000,0.5583333333333333
aere2011,PH064508000,2.015909090909091
aere2011,PH076101000,0.8541666666666666
aere2011,PH133908000,8.708333333333334
aere2011,PH054109000,11.65625
aere2011,PH126503000,0.6760416666666668
aere2011,PH160303000,0.4282608695652173
aere2011,PH063019000,2.6333333333333333
aere2011,PH043408000,0.4636363636363637
aere2011,PH175916000,3.9954545454545456
aere2011,PH148103000,0.6875
aere2011,PH035406000,3.776388888888889
aere2011,PH034907000,0.06759259259259259
aere2011,PH051713000,15.23181818181818
aere2011,PH012909000,0.20000000000000004
aere2011,PH084807000,12.928333333333333
aere2011,PH023113000,0.3041666666666667
aere2011,PH153609000,0.07291666666666667
aere2011,PH086007000,19.03796296296296
aere2011,PH051714000,5.847500000000001
aere2011,PH071222000,1.8283333333333334
aere2011,PH174003000,2.3636363636363638
aere2011,PH021513000,0.3572222222222223
aere2011,PH042123000,4.591666666666667
aere2011,PH153819000,0.4016666666666666
aere2011,PH042107000,0.5770833333333334
aere2011,PH045616000,4.143333333333332
aere2011,PH166710000,3.5716666666666668
aere2011,PH082607000,5.331944444444444
aere2011,PH034909000,0.05666666666666667
aere2011,PH045617000,0.29563492063492064
aere2011,PH126303000,0.02291666666666667
aere2011,PH034910000,0.18012820512820513
aere2011,PH036906000,0.1638888888888889
aere2011,PH071226000,2.409722222222222
aere2011,PH166711000,2.2291666666666665
aere2011,PH052005000,5.661818181818182
aere2011,PH072225000,1.1375
aere2011,PH104308000,0.6371212121212121
aere2011,PH082608000,4.849999999999999
aere2011,PH104309000,0.06666666666666668
aere2011,PH128002000,0.008333333333333333
aere2011,PH175206000,1.9939393939393937
aere2011,PH051715000,7.203124999999999
aere2011,PH097225000,0.2569444444444445
aere2011,PH021514000,0.73006993006993
aere2011,PH112506000,0.6375000000000001
aere2011,PH012910000,0.3916666666666666
aere2011,PH035407000,4.483333333333333
aere2011,PH056208000,16.80909090909091
aere2011,PH031408000,1.3166666666666667
aere2011,PH034911000,0.14523809523809522
aere2011,PH063020000,1.3937499999999998
aere2011,PH045618000,3.712500000000001
aere2011,PH071223000,2.2944444444444447
aere2011,PH153825000,0.2816666666666667
aere2011,PH050504000,11.554545454545455
aere2011,PH101802000,0.8472222222222223
aere2011,PH097343000,2.1055555555555556
aere2011,PH082609000,4.176923076923077
aere2011,PH045619000,3.5309523809523813
aere2011,PH097223000,0.21851851851851853
aere2011,PH150710000,0.23055555555555554
aere2011,PH150712000,0.027083333333333334
aere2011,PH156606000,0.1666666666666667
aere2011,PH031409000,4.077083333333333
aere2011,PH112404000,0.7458333333333332
aere2011,PH060608000,1.1847222222222222
aere2011,PH030805000,2.6149999999999998
aere2011,PH082610000,5.1875
aere2011,PH083719000,6.29047619047619
aere2011,PH086008000,14.888541666666667
aere2011,PH166809000,2.952777777777778
aere2011,PH083720000,6.305
aere2011,PH142709000,0.2708333333333333
aere2011,PH064511000,1.9136363636363638
aere2011,PH064512000,0.8045454545454546
aere2011,PH086403000,2.5572916666666665
aere2011,PH086404000,2.791666666666666
aere2011,PH142702000,0.23749999999999996
aere2011,PH037105000,1.0066666666666666
aere2011,PH041010000,0.9979166666666667
aere2011,PH060406000,3.1415584415584417
aere2011,PH063021000,2.0847222222222226
aere2011,PH021515000,0.5416666666666669
aere2011,PH023114000,0.2041666666666667
aere2011,PH103504000,0.10705128205128206
aere2011,PH064513000,0.8742424242424244
aere2011,PH063022000,2.9520833333333325
aere2011,PH098304000,0.8479166666666668
aere2011,PH101305000,0.2083333333333333
aere2011,PH042109000,3.3333333333333335
aere2011,PH071224000,2.6266666666666665
aere2011,PH156601000,0.2708333333333333
aere2011,PH042110000,0.9729166666666665
aere2011,PH015520000,0.5297619047619047
aere2011,PH045620000,0.7636363636363637
aere2011,PH104310000,0.09583333333333333
aere2011,PH083721000,6.265
aere2011,PH133909000,8.708333333333334
aere2011,PH098305000,0.8319444444444444
aere2011,PH051716000,14.863636363636363
aere2011,PH056209000,22.85
aere2011,PH083722000,6.913888888888888
aere2011,PH064514000,1.5069444444444444
aere2011,PH112317000,0.25833333333333336
aere2011,PH126504000,0.6318181818181818
aere2011,PH020902000,0.00681818181818182
aere2011,PH141106000,0.2657407407407408
aere2011,PH020903000,0.018181818181818184
aere2011,PH061905000,2.811363636363637
aere2011,PH160205000,2.2416666666666667
aere2011,PH034912000,1.1187500000000001
aere2011,PH071225000,2.25625
aere2011,PH045807000,0.7374999999999999
aere2011,PH061906000,2.660833333333333
aere2011,PH063023000,3.1549999999999994
aere2011,PH083723000,5.935714285714287
aere2011,PH104311000,0.2583333333333333
aere2011,PH083724000,5.0440476190476184
aere2011,PH086009000,17.28166666666667
aere2011,PH074612000,2.640277777777778
aere2011,PH104207000,0.6499999999999999
aere2011,PH082611000,10.927272727272726
aere2011,PH156602000,0.24166666666666667
aere2011,PH045621000,1.8687499999999997
aere2011,PH023115000,0.10416666666666664
aere2011,PH067902000,2.975
aere2011,PH118602000,0.03630952380952381
aere2011,PH097222000,1.24
aere2011,PH051605000,5.14935064935065
aere2011,PH097337000,1.6208333333333336
aere2011,PH050505000,11.533333333333333
aere2011,PH056210000,19.41090909090909
aere2011,PH083725000,4.870833333333334
aere2011,PH124703000,0.3527777777777778
aere2011,PH098306000,0.75625
aere2011,PH141107000,0.32916666666666666
aere2011,PH148104000,0.8300925925925927
aere2011,PH153814000,0.6145833333333333
aere2011,PH101306000,0.571875
aere2011,PH126505000,0.7708333333333331
aere2011,PH097227000,0.3345238095238095
aere2011,PH043409000,0.6606060606060606
aere2011,PH175321000,0.9416666666666668
aere2011,PH060407000,2.7363636363636363
aere2011,PH101307000,0.7354166666666667
aere2011,PH156603000,0.1666666666666667
aere2011,PH083726000,5.7406250000000005
aere2011,PH153610000,0.16874999999999998
aere2011,PH112305000,0.6601851851851851
aere2011,PH141108000,0.5333333333333333
aere2011,PH103505000,1.1116666666666666
aere2011,PH153639000,0.16666666666666666
aere2011,PH025009000,0.551923076923077
aere2011,PH097203000,0.8404761904761905
aere2011,PH103507000,0.5972222222222222
aere2011,PH087806000,15.012500000000001
aere2011,PH042111000,1.0041666666666667
aere2011,PH025010000,0.21041666666666667
aere2011,PH128003000,0.043181818181818175
aere2011,PH142703000,0.3458333333333334
aere2011,PH101308000,0.5383333333333334
aere2011,PH112406000,0.4559523809523809
aere2011,PH141109000,0.6291666666666667
aere2011,PH104312000,0.3770833333333334
aere2011,PH101309000,0.532638888888889
aere2011,PH160206000,2.298611111111111
aere2011,PH103508000,1.1020833333333333
aere2011,PH097311000,1.3333333333333333
aere2011,PH064516000,2.5402777777777774
aere2011,PH064517000,2.5761904761904764
aere2011,PH074613000,2.390277777777778
aere2011,PH097204000,1.0499999999999998
aere2011,PH036907000,1.4625000000000001
