,year,actual,predicted
1252,2016,0,2
1254,2016,1,1
1256,2016,0,0
1258,2016,0,1
1260,2016,1,2
1263,2016,0,0
1264,2016,2,1
1268,2016,0,2
1271,2016,0,0
1275,2016,1,0
1276,2016,2,1
1279,2016,1,2
1282,2016,0,0
1283,2016,2,2
1286,2016,1,2
1288,2016,1,0
1289,2016,1,2
1291,2016,2,1
1296,2016,2,2
1299,2016,1,0
1303,2016,0,0
1304,2016,1,0
1307,2016,1,2
1311,2016,1,2
1316,2016,2,0
1317,2016,2,1
1320,2016,0,1
1322,2016,1,2
1324,2016,2,2
1327,2016,2,1
1332,2016,0,0
1334,2016,0,1
1335,2016,0,0
1340,2016,1,0
1348,2016,0,0
1354,2016,0,0
1360,2016,0,0
1381,2016,0,0
1385,2016,1,0
1395,2016,2,0
1404,2016,0,0
1413,2016,0,0
1420,2016,0,0
1428,2016,2,0
1437,2016,0,0
1444,2016,0,0
1455,2016,0,0
1463,2016,2,0
1472,2016,0,0
1479,2016,0,0
1487,2016,0,0
1496,2016,0,0
1503,2016,1,0
1517,2016,0,1
1523,2016,2,0
1532,2016,1,0
1548,2016,0,0
1554,2016,0,0
1565,2016,1,0
1573,2016,1,0
1577,2016,0,0
1584,2016,0,0
1592,2016,1,0
1601,2016,1,2
1610,2016,2,2
1618,2016,0,0
1625,2016,1,0
1631,2016,2,0
1637,2016,0,0
1641,2016,1,0
1645,2016,1,0
1651,2016,0,0
1656,2016,1,0
1665,2016,0,0
1673,2016,1,0
1683,2016,0,0
1690,2016,0,0
1697,2016,1,0
1706,2016,1,0
1715,2016,0,0
1724,2016,0,0
1733,2016,0,0
1741,2016,1,0
1749,2016,0,0
1758,2016,0,0
1764,2016,0,0
1770,2016,1,0
1779,2016,0,0
1784,2016,0,0
1795,2016,2,0
1804,2016,0,1
1815,2016,0,0
1829,2016,1,0
1837,2016,0,0
1847,2016,1,0
1858,2016,0,0
1863,2016,2,0
1871,2016,0,0
1878,2016,0,0
1885,2016,2,0
1894,2016,0,0
1901,2016,2,0
1907,2016,1,0
1914,2016,0,0
1924,2016,2,0
1933,2016,0,0
1940,2016,0,0
1947,2016,0,0
1950,2016,0,0
1958,2016,1,0
1965,2016,0,0
1972,2016,0,0
1979,2016,0,0
1986,2016,1,0
1992,2016,1,0
2006,2016,1,0
2016,2016,0,0
2029,2016,0,0
2038,2016,1,0
2043,2016,1,0
2050,2016,1,0
2067,2016,0,0
2075,2016,0,0
2090,2016,0,0
2107,2016,0,0
2115,2016,0,0
2129,2016,0,0
2136,2016,0,0
2142,2016,0,0
2148,2016,2,0
2155,2016,2,0
2165,2016,0,0
2172,2016,1,0
2180,2016,0,0
2186,2016,0,0
2193,2016,1,0
2199,2016,0,0
2203,2016,0,0
2223,2016,0,0
2241,2016,0,1
2261,2016,0,0
2262,2016,1,0
2267,2016,0,0
2278,2016,0,0
2279,2016,0,0
2287,2016,0,0
2291,2016,0,2
2311,2016,0,0
2312,2016,1,0
2328,2016,0,0
2332,2016,2,0
2333,2016,0,0
2338,2016,0,0
2341,2016,0,0
2350,2016,0,0
2373,2016,0,0
2384,2016,0,0
2387,2016,0,2
2394,2016,0,2
2400,2016,0,1
2433,2016,0,0
2439,2016,2,1
2455,2016,0,0
2456,2016,0,0
2458,2016,0,2
2463,2016,0,2
2464,2016,0,0
2469,2016,0,0
2474,2016,0,0
2485,2016,0,0
2496,2016,0,0
2499,2016,0,0
2503,2016,0,0
2508,2016,1,0
2522,2016,0,0
2531,2016,0,0
2537,2016,2,1
2545,2016,0,0
2550,2016,1,0
2566,2016,0,0
2586,2016,2,0
2587,2016,1,2
2596,2016,0,0
2601,2016,2,0
2608,2016,1,0
2619,2016,0,1
2629,2016,0,2
2783,2016,2,2
2790,2016,2,1
2793,2016,2,2
2800,2016,2,1
2825,2016,1,0
2834,2016,2,1
2842,2016,0,2
2855,2016,2,2
2867,2016,2,2
2879,2016,1,2
2900,2016,2,1
2911,2016,2,1
2921,2016,0,2
2932,2016,2,2
2943,2016,2,2
2948,2016,1,0
2954,2016,2,2
2959,2016,2,2
2983,2016,2,2
2998,2016,2,2
3011,2016,1,0
3018,2016,2,2
3022,2016,2,0
3038,2016,2,2
3052,2016,2,2
3069,2016,2,2
3076,2016,2,1
3089,2016,1,2
3094,2016,2,2
3108,2016,0,2
3118,2016,2,2
3126,2016,2,2
3137,2016,2,2
3148,2016,2,2
3155,2016,1,1
3172,2016,2,2
3178,2016,2,2
3185,2016,0,2
3197,2016,0,2
3220,2016,2,2
3232,2016,1,1
3248,2016,2,2
3262,2016,2,1
3273,2016,2,2
3283,2016,1,2
3297,2016,2,2
3306,2016,2,2
3310,2016,2,1
3317,2016,0,0
3322,2016,2,2
3336,2016,2,1
3341,2016,2,1
3350,2016,2,2
3359,2016,2,0
3370,2016,2,2
3380,2016,2,1
3390,2016,2,1
3406,2016,1,1
3422,2016,1,2
3431,2016,2,2
3441,2016,2,1
3445,2016,1,2
3455,2016,1,1
3464,2016,2,1
3467,2016,0,1
3473,2016,2,1
3484,2016,2,2
3494,2016,0,1
3502,2016,2,2
3509,2016,1,0
3513,2016,0,0
3518,2016,0,0
3524,2016,0,0
3531,2016,0,0
3536,2016,1,1
3539,2016,0,0
3543,2016,0,0
3548,2016,2,1
3553,2016,1,0
3562,2016,0,0
3567,2016,0,1
3571,2016,1,0
3574,2016,0,0
3579,2016,0,0
3583,2016,0,0
3589,2016,1,0
3594,2016,1,0
3598,2016,0,0
3603,2016,1,0
3607,2016,0,0
3612,2016,0,0
3616,2016,0,2
3620,2016,0,0
3624,2016,0,2
3632,2016,0,0
3638,2016,0,0
3642,2016,0,2
3647,2016,0,0
3651,2016,0,1
3657,2016,0,2
3660,2016,1,0
3666,2016,0,0
3677,2016,0,0
3685,2016,0,0
3691,2016,1,0
3697,2016,0,0
3699,2016,0,1
3705,2016,0,0
3710,2016,0,0
3720,2016,1,1
3730,2016,1,1
3739,2016,0,0
3745,2016,1,2
3749,2016,0,0
3755,2016,0,0
3761,2016,0,2
3765,2016,1,0
3778,2016,0,0
3785,2016,0,0
3794,2016,0,0
3798,2016,0,0
3811,2016,1,0
3814,2016,0,1
3819,2016,1,0
3834,2016,1,1
1081,2017,0,0
1091,2017,0,0
1095,2017,0,0
1130,2017,1,1
1148,2017,0,2
1164,2017,0,1
1193,2017,1,0
2774,2017,1,0
2776,2017,0,0
2797,2017,2,0
2802,2017,0,1
2805,2017,0,0
2814,2017,0,1
2820,2017,2,0
2828,2017,0,0
2844,2017,0,1
2849,2017,1,0
2859,2017,0,1
2861,2017,0,0
2870,2017,0,0
2872,2017,0,0
2884,2017,0,1
2892,2017,0,0
2894,2017,1,0
2905,2017,2,0
2915,2017,0,0
2924,2017,1,0
2926,2017,1,0
2937,2017,1,0
2974,2017,0,0
2979,2017,0,0
2986,2017,0,2
2996,2017,2,0
3004,2017,0,0
3024,2017,2,2
3029,2017,0,0
3031,2017,1,0
3040,2017,2,0
3047,2017,0,0
3049,2017,2,0
3055,2017,1,0
3062,2017,1,0
3080,2017,2,2
3098,2017,0,1
3111,2017,1,0
3113,2017,1,0
3121,2017,0,0
3130,2017,0,0
3132,2017,0,0
3142,2017,0,0
3151,2017,2,0
3153,2017,2,0
3163,2017,0,2
3165,2017,1,0
3181,2017,0,0
3187,2017,0,0
3191,2017,0,0
3205,2017,0,0
3213,2017,2,0
3225,2017,0,0
3235,2017,1,1
3243,2017,1,0
3254,2017,1,0
3266,2017,2,0
3268,2017,1,0
3277,2017,0,0
3279,2017,0,0
3286,2017,2,2
3291,2017,0,0
3320,2017,1,0
3321,2017,2,0
3329,2017,1,0
3344,2017,1,1
3356,2017,0,0
3363,2017,0,0
3365,2017,0,0
3384,2017,0,1
3393,2017,0,0
3400,2017,0,1
3402,2017,0,0
3417,2017,0,0
3435,2017,1,0
3437,2017,1,0
3449,2017,0,0
3476,2017,0,1
3489,2017,0,0
3945,2017,2,1
3949,2017,0,0
3964,2017,2,2
3967,2017,2,2
3969,2017,2,1
3972,2017,0,1
3974,2017,0,1
3978,2017,2,1
3984,2017,2,1
3996,2017,1,2
4003,2017,2,2
4008,2017,2,1
4012,2017,0,1
4014,2017,2,1
4015,2017,2,2
4019,2017,2,0
4028,2017,2,1
4034,2017,1,0
4038,2017,1,1
4043,2017,0,0
4054,2017,2,1
4058,2017,2,1
4063,2017,2,2
4065,2017,0,1
4070,2017,2,1
4076,2017,0,1
4077,2017,2,0
4080,2017,0,0
4083,2017,0,0
4087,2017,2,0
4092,2017,0,1
4095,2017,0,0
4100,2017,0,1
4103,2017,0,0
4105,2017,0,1
4110,2017,0,1
4117,2017,2,2
4121,2017,0,1
4127,2017,0,2
4135,2017,2,1
4144,2017,0,2
4147,2017,1,0
4150,2017,0,0
4153,2017,0,0
4161,2017,1,1
4164,2017,1,2
4170,2017,2,0
4175,2017,0,2
4178,2017,2,1
4184,2017,2,2
4187,2017,2,0
4193,2017,1,2
4198,2017,2,1
4202,2017,2,1
4205,2017,2,1
4209,2017,1,2
4213,2017,2,2
4220,2017,2,1
4222,2017,2,1
4224,2017,2,0
4229,2017,2,2
4232,2017,0,1
4242,2017,2,2
4244,2017,2,2
4249,2017,0,1
4258,2017,0,2
4260,2017,2,1
4263,2017,1,2
4273,2017,0,0
4278,2017,2,1
4281,2017,2,2
4285,2017,2,2
4287,2017,2,0
4292,2017,2,2
4295,2017,0,2
4298,2017,2,0
4301,2017,2,1
4305,2017,2,1
4309,2017,2,2
4318,2017,2,2
4323,2017,0,0
4324,2017,2,0
4325,2017,0,1
4326,2017,0,0
4327,2017,0,0
4328,2017,0,0
4329,2017,0,0
4330,2017,0,0
4331,2017,0,0
4332,2017,1,0
4333,2017,1,0
4334,2017,0,1
4335,2017,0,1
4336,2017,0,0
4337,2017,1,0
4338,2017,1,1
4339,2017,0,0
4340,2017,0,0
4341,2017,0,0
4342,2017,2,0
4343,2017,2,1
4344,2017,0,0
4345,2017,0,0
4346,2017,0,0
4347,2017,0,0
4348,2017,2,0
4349,2017,0,0
4350,2017,2,0
4351,2017,1,1
4352,2017,0,0
4353,2017,2,0
4397,2017,0,0
4398,2017,0,0
4399,2017,0,0
1,2018,1,0
5,2018,2,0
9,2018,0,0
28,2018,1,0
48,2018,0,1
57,2018,2,2
63,2018,2,1
66,2018,2,0
72,2018,2,2
75,2018,1,2
81,2018,2,1
87,2018,0,1
93,2018,0,2
95,2018,0,2
101,2018,0,0
107,2018,2,2
111,2018,1,0
126,2018,2,1
136,2018,0,0
144,2018,1,0
153,2018,2,0
158,2018,1,0
164,2018,0,0
171,2018,1,0
179,2018,2,0
189,2018,1,2
192,2018,0,0
199,2018,2,2
202,2018,2,0
215,2018,1,0
223,2018,0,0
230,2018,0,0
238,2018,0,0
245,2018,2,1
248,2018,0,0
253,2018,2,2
259,2018,1,2
262,2018,0,1
274,2018,2,0
282,2018,2,0
290,2018,0,0
298,2018,2,0
305,2018,1,2
313,2018,2,0
317,2018,1,1
321,2018,1,0
324,2018,1,2
344,2018,2,0
351,2018,1,0
359,2018,1,0
363,2018,2,0
371,2018,1,0
377,2018,0,0
383,2018,0,1
388,2018,1,0
394,2018,0,0
406,2018,1,0
418,2018,2,0
424,2018,1,0
431,2018,0,0
439,2018,2,0
445,2018,1,1
456,2018,0,0
463,2018,1,2
468,2018,1,0
473,2018,0,0
476,2018,2,0
482,2018,0,0
486,2018,0,0
490,2018,0,0
495,2018,1,0
498,2018,0,0
503,2018,2,0
509,2018,0,0
512,2018,0,0
523,2018,2,1
528,2018,2,0
531,2018,0,0
536,2018,2,0
543,2018,1,0
548,2018,0,0
556,2018,1,2
567,2018,0,2
570,2018,1,0
573,2018,0,0
576,2018,1,2
579,2018,0,0
585,2018,0,0
590,2018,0,0
601,2018,0,0
608,2018,2,0
625,2018,1,0
636,2018,1,0
643,2018,1,0
647,2018,1,0
650,2018,1,0
653,2018,0,0
668,2018,1,0
672,2018,0,0
675,2018,1,0
678,2018,1,0
686,2018,0,0
691,2018,0,0
696,2018,2,0
704,2018,0,0
709,2018,0,0
716,2018,2,0
732,2018,0,1
736,2018,0,0
743,2018,1,0
748,2018,1,0
753,2018,0,0
796,2018,0,0
799,2018,0,0
801,2018,2,0
804,2018,0,0
810,2018,1,0
813,2018,0,0
817,2018,0,0
830,2018,0,1
835,2018,2,2
839,2018,0,0
844,2018,2,1
852,2018,2,0
856,2018,2,0
864,2018,1,0
868,2018,0,1
872,2018,1,0
878,2018,0,0
887,2018,2,0
893,2018,1,0
898,2018,1,0
903,2018,2,0
911,2018,2,1
919,2018,1,0
933,2018,1,1
942,2018,0,0
946,2018,0,1
954,2018,0,0
958,2018,0,1
960,2018,2,0
965,2018,2,0
973,2018,2,1
979,2018,1,1
982,2018,1,0
987,2018,0,0
995,2018,1,0
999,2018,2,1
1005,2018,2,2
1011,2018,0,1
1018,2018,0,1
1026,2018,1,0
1031,2018,0,0
1034,2018,0,0
1040,2018,1,0
1046,2018,0,0
1055,2018,1,0
1060,2018,0,0
1342,2018,0,0
1357,2018,0,0
1358,2018,0,0
1363,2018,0,0
1369,2018,0,0
1371,2018,0,0
1376,2018,2,0
1388,2018,0,0
1394,2018,0,0
1397,2018,0,0
1402,2018,0,0
1407,2018,0,0
1412,2018,0,0
1415,2018,0,0
1423,2018,1,0
1430,2018,1,0
1436,2018,0,0
1440,2018,0,0
1448,2018,0,0
1458,2018,0,0
1461,2018,0,0
1466,2018,1,0
1470,2018,0,0
1475,2018,1,1
1482,2018,1,1
1490,2018,0,0
1499,2018,0,0
1506,2018,1,0
1513,2018,0,0
1516,2018,1,0
1520,2018,0,0
1525,2018,1,0
1530,2018,0,0
1535,2018,1,0
1540,2018,1,1
1544,2018,0,0
1550,2018,0,0
1557,2018,0,0
1563,2018,0,0
1568,2018,0,0
1572,2018,0,0
1580,2018,0,0
1587,2018,0,1
1595,2018,1,0
1604,2018,1,0
1609,2018,1,2
1614,2018,0,0
1617,2018,0,1
1621,2018,0,0
1627,2018,2,0
1636,2018,1,0
1643,2018,0,0
1648,2018,0,0
1653,2018,0,0
1659,2018,2,0
1664,2018,0,0
1668,2018,0,0
1675,2018,0,0
1686,2018,0,0
1693,2018,0,0
1700,2018,1,0
1704,2018,0,2
1718,2018,1,0
1727,2018,0,0
1732,2018,1,0
1736,2018,0,0
1744,2018,1,0
1748,2018,0,0
1752,2018,1,0
1760,2018,2,0
1766,2018,0,0
1772,2018,0,0
1777,2018,0,0
1787,2018,0,0
1793,2018,0,0
1797,2018,0,0
1803,2018,0,0
1812,2018,1,0
1818,2018,0,0
1824,2018,0,0
1832,2018,1,0
1839,2018,0,0
1845,2018,0,2
1850,2018,0,0
1857,2018,0,0
1861,2018,0,0
1866,2018,1,0
1874,2018,1,0
1881,2018,1,0
1887,2018,2,0
1892,2018,0,0
1897,2018,0,0
1900,2018,0,0
1910,2018,0,0
1918,2018,0,0
1922,2018,0,0
1927,2018,1,0
1932,2018,0,0
1936,2018,0,0
1942,2018,0,0
1946,2018,1,0
1953,2018,0,0
1957,2018,0,0
1961,2018,0,0
1968,2018,0,0
1975,2018,0,0
1982,2018,2,0
1988,2018,0,0
1995,2018,0,0
2001,2018,1,0
2005,2018,0,0
2009,2018,0,0
2013,2018,0,0
2020,2018,0,0
2027,2018,0,0
2032,2018,0,0
2045,2018,2,0
2053,2018,0,0
2058,2018,1,0
2061,2018,0,0
2069,2018,0,0
2074,2018,0,0
2078,2018,1,0
2084,2018,1,0
2093,2018,1,0
2100,2018,0,0
2103,2018,0,0
2110,2018,0,0
2118,2018,0,0
2125,2018,0,0
2132,2018,1,0
2139,2018,0,0
2144,2018,0,0
2147,2018,0,0
2151,2018,2,0
2158,2018,0,0
2164,2018,1,0
2168,2018,0,0
2175,2018,2,0
2183,2018,0,0
2189,2018,1,0
2196,2018,2,0
2206,2018,0,0
2239,2018,0,0
2308,2018,0,0
2331,2018,0,0
2347,2018,0,0
2376,2018,0,0
2391,2018,2,0
2419,2018,0,0
2431,2018,0,0
2437,2018,0,0
2445,2018,0,0
2452,2018,0,0
2481,2018,0,0
2494,2018,0,0
2507,2018,1,0
2513,2018,0,0
2529,2018,0,0
2555,2018,0,0
2563,2018,0,0
2577,2018,0,0
2594,2018,0,0
2599,2018,0,0
2606,2018,0,0
2616,2018,0,0
67,2019,0,0
89,2019,0,0
138,2019,0,0
141,2019,0,0
185,2019,0,0
249,2019,0,0
257,2019,0,0
301,2019,0,0
1391,2019,0,0
1446,2019,0,0
1916,2019,0,2
2018,2019,0,2
2216,2019,0,0
2247,2019,0,0
2256,2019,0,0
2264,2019,0,0
2274,2019,0,0
2284,2019,0,0
2294,2019,0,0
2298,2019,1,0
2306,2019,0,0
2336,2019,0,0
2340,2019,1,0
2352,2019,0,0
2362,2019,0,0
2382,2019,0,0
2402,2019,0,0
2412,2019,0,0
2414,2019,0,0
2421,2019,0,0
2429,2019,0,0
2443,2019,0,0
2451,2019,0,0
2460,2019,0,0
2466,2019,0,0
2471,2019,0,0
2477,2019,0,0
2488,2019,0,0
2506,2019,2,0
2511,2019,1,0
2518,2019,0,0
2527,2019,0,0
2533,2019,0,1
2542,2019,0,0
2553,2019,1,0
2571,2019,0,0
2575,2019,0,0
2583,2019,1,0
2592,2019,0,0
2598,2019,0,0
2614,2019,0,0
2627,2019,0,0
2778,2019,1,2
2787,2019,1,2
2792,2019,2,1
2798,2019,0,2
2806,2019,0,1
2811,2019,1,2
2815,2019,2,2
2821,2019,0,0
2830,2019,0,2
2838,2019,2,2
2851,2019,0,0
2874,2019,0,1
2885,2019,0,2
2907,2019,1,0
2917,2019,1,2
2928,2019,2,1
2939,2019,2,2
2946,2019,0,0
2951,2019,1,1
2956,2019,0,1
2963,2019,2,2
2968,2019,0,2
2975,2019,0,0
2976,2019,0,2
3006,2019,0,0
3015,2019,0,2
3020,2019,0,0
3025,2019,2,2
3033,2019,1,2
3041,2019,1,1
3050,2019,2,0
3056,2019,0,2
3064,2019,2,2
3073,2019,0,2
3081,2019,1,2
3091,2019,0,2
3099,2019,2,2
3114,2019,1,0
3134,2019,0,0
3143,2019,0,2
3154,2019,0,2
3158,2019,0,2
3167,2019,2,0
3175,2019,1,2
3182,2019,1,1
3188,2019,0,1
3201,2019,2,2
3206,2019,0,2
3208,2019,0,1
3215,2019,1,1
3227,2019,1,2
3236,2019,0,1
3257,2019,1,1
3269,2019,1,2
3280,2019,0,2
3293,2019,1,0
3302,2019,0,2
3309,2019,1,2
3314,2019,0,0
3324,2019,0,2
3332,2019,1,0
3339,2019,1,2
3346,2019,1,1
3353,2019,0,2
3357,2019,0,0
3360,2019,1,2
3375,2019,0,2
3386,2019,0,2
3394,2019,0,2
3396,2019,0,2
3403,2019,0,1
3419,2019,0,1
3426,2019,0,2
3429,2019,1,2
3451,2019,0,1
3459,2019,1,1
3466,2019,1,0
3470,2019,1,2
3477,2019,1,1
3481,2019,1,2
3491,2019,0,0
3498,2019,1,2
3505,2019,1,0
3508,2019,1,0
3512,2019,0,0
3517,2019,0,0
3521,2019,0,0
3523,2019,1,1
3526,2019,1,0
3529,2019,0,0
3530,2019,0,0
3535,2019,0,0
3538,2019,0,0
3542,2019,0,0
3547,2019,1,0
3552,2019,0,0
3559,2019,0,0
3561,2019,0,0
3566,2019,1,2
3570,2019,0,0
3573,2019,2,0
3578,2019,2,0
3582,2019,0,0
3588,2019,1,0
3591,2019,0,0
3593,2019,0,1
3597,2019,0,0
3602,2019,1,0
3606,2019,0,0
3611,2019,0,0
3615,2019,2,0
3623,2019,0,0
3631,2019,2,0
3637,2019,2,0
3641,2019,0,0
3646,2019,0,0
3650,2019,0,0
3654,2019,0,0
3659,2019,1,2
3665,2019,0,0
3668,2019,0,0
3671,2019,0,0
3675,2019,0,0
3676,2019,1,0
3680,2019,0,0
3682,2019,0,0
3684,2019,1,0
3690,2019,2,0
3696,2019,0,0
3702,2019,0,0
3704,2019,0,0
3709,2019,0,0
3713,2019,0,0
3717,2019,0,1
3719,2019,2,1
3723,2019,0,0
3727,2019,0,0
3729,2019,1,1
3738,2019,2,0
3744,2019,2,1
3748,2019,0,0
3754,2019,2,0
3760,2019,2,0
3764,2019,1,0
3769,2019,0,0
3782,2019,1,0
3788,2019,0,0
3793,2019,2,0
3797,2019,1,0
3801,2019,0,0
3810,2019,2,0
3813,2019,0,0
3818,2019,0,0
3822,2019,0,0
3825,2019,0,0
3833,2019,0,0
3942,2019,0,0
3946,2019,0,0
3951,2019,0,1
3953,2019,0,2
3958,2019,0,0
3960,2019,1,2
3975,2019,1,1
3985,2019,0,0
3986,2019,0,0
3989,2019,1,2
3997,2019,0,1
4004,2019,0,0
4005,2019,2,1
4016,2019,2,1
4020,2019,2,1
4023,2019,0,2
4029,2019,0,2
4041,2019,0,2
4048,2019,1,1
4050,2019,2,2
4055,2019,2,1
4064,2019,0,2
4066,2019,0,1
4071,2019,0,2
4079,2019,1,1
4093,2019,2,1
4097,2019,0,1
4101,2019,0,2
4107,2019,0,1
4111,2019,0,1
4114,2019,0,1
4119,2019,0,2
4124,2019,0,2
4128,2019,0,2
4131,2019,0,2
4136,2019,0,1
4158,2019,0,2
4162,2019,1,1
4172,2019,2,2
4179,2019,2,2
4188,2019,1,2
4189,2019,0,1
4194,2019,0,2
4199,2019,1,1
4206,2019,2,2
4214,2019,1,2
4223,2019,2,2
4225,2019,0,2
4230,2019,2,2
4233,2019,0,2
4250,2019,1,2
4262,2019,2,1
4268,2019,0,2
4274,2019,0,2
4279,2019,2,2
4302,2019,2,2
4306,2019,2,0
4311,2019,2,2
4315,2019,0,2
4321,2019,1,2
4,2020,1,0
10,2020,0,0
12,2020,1,0
65,2020,0,0
74,2020,2,1
94,2020,0,0
104,2020,0,0
114,2020,0,0
119,2020,2,0
145,2020,0,0
152,2020,1,0
161,2020,0,0
167,2020,0,0
191,2020,0,0
214,2020,1,1
233,2020,0,0
247,2020,0,0
254,2020,0,0
261,2020,0,0
277,2020,0,0
285,2020,0,0
293,2020,0,0
316,2020,1,0
326,2020,1,0
337,2020,0,0
347,2020,0,0
373,2020,0,2
397,2020,0,1
398,2020,0,0
435,2020,0,0
455,2020,1,0
458,2020,0,0
485,2020,0,0
511,2020,0,0
519,2020,0,0
533,2020,0,0
552,2020,0,0
572,2020,0,0
611,2020,0,0
639,2020,0,0
646,2020,0,0
661,2020,0,0
671,2020,0,0
680,2020,0,0
681,2020,0,0
703,2020,0,0
711,2020,0,0
712,2020,1,1
720,2020,0,0
752,2020,0,0
767,2020,0,0
859,2020,0,0
876,2020,0,1
877,2020,0,1
890,2020,0,0
897,2020,0,0
918,2020,0,0
940,2020,0,1
941,2020,0,0
963,2020,0,1
986,2020,0,1
1030,2020,0,0
1044,2020,0,1
1045,2020,0,0
1338,2020,0,0
1339,2020,0,0
1344,2020,0,0
1346,2020,0,1
1347,2020,0,0
1352,2020,0,0
1353,2020,0,0
1359,2020,1,0
1365,2020,0,0
1367,2020,1,0
1368,2020,0,1
1373,2020,0,0
1374,2020,1,0
1377,2020,0,0
1378,2020,1,2
1379,2020,2,1
1380,2020,0,0
1384,2020,0,0
1390,2020,0,0
1393,2020,0,1
1399,2020,0,0
1401,2020,1,0
1403,2020,0,0
1408,2020,0,0
1410,2020,0,0
1411,2020,0,1
1417,2020,0,0
1418,2020,1,1
1419,2020,0,0
1425,2020,0,0
1426,2020,0,1
1427,2020,0,0
1432,2020,0,0
1434,2020,0,2
1435,2020,0,1
1442,2020,0,1
1443,2020,0,0
1452,2020,0,0
1453,2020,2,0
1454,2020,0,0
1459,2020,0,0
1460,2020,0,2
1462,2020,0,0
1468,2020,0,1
1469,2020,0,0
1471,2020,0,0
1477,2020,0,0
1478,2020,0,2
1484,2020,0,0
1486,2020,0,2
1492,2020,0,0
1495,2020,2,2
1501,2020,0,0
1502,2020,0,0
1508,2020,0,0
1510,2020,0,0
1511,2020,0,2
1512,2020,0,0
1521,2020,0,2
1522,2020,0,0
1528,2020,0,1
1529,2020,0,0
1531,2020,0,0
1537,2020,0,2
1538,2020,0,2
1539,2020,0,0
1541,2020,0,0
1545,2020,0,0
1546,2020,0,0
1547,2020,0,0
1551,2020,0,0
1552,2020,0,0
1553,2020,0,0
1559,2020,0,0
1561,2020,0,0
1562,2020,0,0
1564,2020,0,0
1570,2020,0,0
1571,2020,1,2
1576,2020,1,2
1582,2020,0,0
1583,2020,0,0
1589,2020,0,0
1590,2020,0,1
1591,2020,0,0
1596,2020,0,0
1598,2020,0,0
1599,2020,0,0
1600,2020,0,0
1606,2020,0,0
1607,2020,0,1
1608,2020,0,0
1615,2020,0,0
1616,2020,0,0
1624,2020,0,0
